Title,Artist,Year,Genre,Popularity,Formatted_Artist,Formatted_Title
Keep,Rum Jungle,2020,rock,49,rum_jungle,keep
YOUR NAME IS POWER,Rend Collective,2020,rock,49,rend_collective,your_name_is_power
All Your Ships Have Sailed,Troy Kingi,2020,rock,46,troy_kingi,all_your_ships_have_sailed
Taksilla Vaalaan,Maustetytöt,2020,rock,29,maustetytot,taksilla_vaalaan
Unutmam Lazım,Sedef Sebüktekin,2020,rock,49,sedef_sebuktekin,unutmam_lazm
ハイエナ,MY FIRST STORY,2020,rock,45,my_first_story,
Простой винегрет,План Ломоносова,2020,rock,23,_,_
Seni Çok Özlüyorum,Tuğkan,2020,rock,58,tugkan,seni_cok_ozluyorum
One Day,SPYAIR,2020,rock,46,spyair,one_day
Sami,Kateřina Marie Tichá,2020,rock,40,katerina_marie_ticha,sami
Ostani,Goran Karan,2020,rock,29,goran_karan,ostani
Kalbinde Birileri Var,Perdenin Ardındakiler,2020,rock,48,perdenin_ardndakiler,kalbinde_birileri_var
Wake Up Sleeper,Austin French,2020,rock,40,austin_french,wake_up_sleeper
Partido a Partido,Leiva,2020,rock,52,leiva,partido_a_partido
ヒカリ証明論,CHiCO with HoneyWorks,2020,rock,40,chico_with_honeyworks,
Бро,Лампасы,2020,rock,22,,
Virtud y Castigo,Arde Bogotá,2020,rock,57,arde_bogota,virtud_y_castigo
Down To One,Luke Bryan,2020,rock,56,luke_bryan,down_to_one
Was kümmert uns die Zeit (Die Zeit),Robert Redweik,2020,rock,45,robert_redweik,was_kummert_uns_die_zeit_die_zeit
Truth Be Told,Matthew West,2020,rock,55,matthew_west,truth_be_told
無告,MY FIRST STORY,2020,rock,41,my_first_story,
Godzilla,Skyline,2020,rock,27,skyline,godzilla
Kids in America,Shaka Ponk,2020,rock,43,shaka_ponk,kids_in_america
Eksik,Batu Akdeniz,2020,rock,56,batu_akdeniz,eksik
Руки к небу,KnyaZz,2020,rock,21,knyazz,_
I CHOOSE TO WORSHIP,Rend Collective,2020,rock,47,rend_collective,i_choose_to_worship
Penny,The Terrys,2020,rock,47,the_terrys,penny
Who You Are To Me (feat. Lady A),Chris Tomlin,2020,rock,53,chris_tomlin,who_you_are_to_me_feat_lady_a
6patlar,Son Feci Bisiklet,2020,rock,52,son_feci_bisiklet,6patlar
Good Girl,Dustin Lynch,2020,rock,58,dustin_lynch,good_girl
Run To The Father,Matt Maher,2020,rock,50,matt_maher,run_to_the_father
Devil Is a Liar,Colton Dixon,2020,rock,49,colton_dixon,devil_is_a_liar
Emil P.,Jaromir Nohavica,2020,rock,27,jaromir_nohavica,emil_p
ヒロイン育成計画,HoneyWorks,2020,rock,48,honeyworks,
The Way You Take Time,Joe Buck,2020,rock,45,joe_buck,the_way_you_take_time
All I Wanna Do is Make Love to You,Danny Vera,2020,rock,44,danny_vera,all_i_wanna_do_is_make_love_to_you
Penger i Madrassen,Blomst,2020,rock,31,blomst,penger_i_madrassen
Agua,Valeria Castro,2020,rock,45,valeria_castro,agua
"Hej, sanjalice",Elemental,2020,rock,34,elemental,hej_sanjalice
Le train du soir (feat. Pomme),Raphaël,2020,rock,39,raphael,le_train_du_soir_feat_pomme
What AfD thinks we do...,AKNE KID JOE,2020,rock,46,akne_kid_joe,what_afd_thinks_we_do
Én még sohasem,Carson Coma,2020,rock,44,carson_coma,en_meg_sohasem
Beteri Yok Uslanmaktan,Nova Norda,2020,rock,49,nova_norda,beteri_yok_uslanmaktan
Leave Her Wild,Tyler Rich,2020,rock,53,tyler_rich,leave_her_wild
Skylah,Daily J,2020,rock,43,daily_j,skylah
STARLIGHT,N.Flying,2020,rock,38,nflying,starlight
Hoy,Gloria Estefan,2020,rock,46,gloria_estefan,hoy
Désolé pour hier soir XXV - Remix 2020,Tryo,2020,rock,46,tryo,desole_pour_hier_soir_xxv_remix_2020
Capita così,Brunori Sas,2020,rock,48,brunori_sas,capita_cosi
Until Grace,Tauren Wells,2020,rock,53,tauren_wells,until_grace
Bésame Morenita,Caloncho,2020,rock,54,caloncho,besame_morenita
Faithful God,I AM THEY,2020,rock,46,i_am_they,faithful_god
Capita così,Brunori Sas,2020,rock,48,brunori_sas,capita_cosi
Until Grace,Tauren Wells,2020,rock,53,tauren_wells,until_grace
Bésame Morenita,Caloncho,2020,rock,54,caloncho,besame_morenita
Dancing in the rain,Lacuna,2020,rock,32,lacuna,dancing_in_the_rain
Remember Me,Tarrus Riley,2020,rock,35,tarrus_riley,remember_me
Valaki jár a fák hegyén,Platon Karataev,2020,rock,34,platon_karataev,valaki_jar_a_fak_hegyen
Underbara saker kommer hända oss,Terra ,2020,rock,44,terra_,underbara_saker_kommer_handa_oss
Seanchaí,The Scratch,2020,rock,36,the_scratch,seanchai
虹,SUDA MASAKI,2020,rock,57,suda_masaki,
Torna,Son Feci Bisiklet,2020,rock,52,son_feci_bisiklet,torna
Serre-moi XXV,Tryo,2020,rock,40,tryo,serremoi_xxv
Darja,Bajaga & Instruktori,2020,rock,34,bajaga_instruktori,darja
Siempre Tú,Enjambre,2020,rock,58,enjambre,siempre_tu
Ven y Lléname,Generación 12,2020,rock,57,generacion_12,ven_y_llename
Be A Light,Thomas Rhett,2020,rock,52,thomas_rhett,be_a_light
Respiro (Cap. 8),Siddhartha,2020,rock,62,siddhartha,respiro_cap_8
Party Mix I,Pur,2020,rock,52,pur,party_mix_i
人生の針,Gesu No Kiwami Otome,2020,rock,42,gesu_no_kiwami_otome,
Durante una Mirada,La Oreja de Van Gogh,2020,rock,55,la_oreja_de_van_gogh,durante_una_mirada
Mortal Man,Jeremy Loops,2020,rock,37,jeremy_loops,mortal_man
First Love - Live,Kari Jobe,2020,rock,46,kari_jobe,first_love_live
En Tus Planes,David Bisbal,2020,rock,42,david_bisbal,en_tus_planes
El Revelde,La Renga,2020,rock,40,la_renga,el_revelde
Dünya'm,Ozbi,2020,rock,53,ozbi,dunyam
Sadie,The Rions,2020,rock,49,the_rions,sadie
Pero a tu lado 2020,Los Secretos,2020,rock,51,los_secretos,pero_a_tu_lado_2020
Güneş,Can Bonomo,2020,rock,53,can_bonomo,gunes
FLOWER FANTASY,N.Flying,2020,rock,35,nflying,flower_fantasy
Spolu Se Cítíme Živí,Dymytry,2020,rock,45,dymytry,spolu_se_citime_zivi
バッドパラドックス,BLUE ENCOUNT,2020,rock,46,blue_encount,
Sweet memories,JANNABI,2020,rock,44,jannabi,sweet_memories
Keder,Yaşlı Amca,2020,rock,51,yasl_amca,keder
Trouble,Chef'Special,2020,rock,44,chefspecial,trouble
Lady Domina,Haloo Helsinki!,2020,rock,37,haloo_helsinki,lady_domina
Hyacynth,Дeva,2020,rock,23,eva,hyacynth
Tú Dices,Lauren Daigle,2020,rock,47,lauren_daigle,tu_dices
Me Hace Falta (Cap. 2),Siddhartha,2020,rock,64,siddhartha,me_hace_falta_cap_2
Vandens Ženklai - Late Pal Remix,Hiperbolė,2020,rock,31,hiperbole,vandens_zenklai_late_pal_remix
Atoms,Platon Karataev,2020,rock,28,platon_karataev,atoms
"ICH, AM STRAND",Die Ärzte,2020,rock,43,die_arzte,ich_am_strand
Stained Glass,Ocean Alley,2020,rock,43,ocean_alley,stained_glass
Save The Roses,Lee Brice,2020,rock,54,lee_brice,save_the_roses
Själens skrubbsår,Mando Diao,2020,rock,39,mando_diao,sjalens_skrubbsar
Kolemjdoucí,Kateřina Marie Tichá,2020,rock,40,katerina_marie_ticha,kolemjdouci
Way Down,Ocean Alley,2020,rock,42,ocean_alley,way_down
As the Deer,Shane & Shane,2020,rock,50,shane_shane,as_the_deer
Believer,Rhett Walker,2020,rock,51,rhett_walker,believer
Door De Wind,Miss Montreal,2020,rock,56,miss_montreal,door_de_wind
Head Cold,Spacey Jane,2020,rock,53,spacey_jane,head_cold
I Missed Out,Hockey Dad,2020,rock,46,hockey_dad,i_missed_out
Head Cold,Spacey Jane,2020,rock,53,spacey_jane,head_cold
I Missed Out,Hockey Dad,2020,rock,46,hockey_dad,i_missed_out
Faith (Fe) [feat. Evan Craft],Jordan Feliz,2020,rock,46,jordan_feliz,faith_fe_feat_evan_craft
Love You Like I Used To,Russell Dickerson,2020,rock,52,russell_dickerson,love_you_like_i_used_to
Dark Days,Gerry Cinnamon,2020,rock,49,gerry_cinnamon,dark_days
Soul,Lee Brice,2020,rock,47,lee_brice,soul
Sereia Remix,Rita Vian,2020,rock,29,rita_vian,sereia_remix
La chispa adecuada,Heroes Del Silencio,2020,rock,50,heroes_del_silencio,la_chispa_adecuada
Luz De Dia - En Vivo,Los Enanitos Verdes,2020,rock,47,los_enanitos_verdes,luz_de_dia_en_vivo
Raghm El Masafa,Massar Egbari,2020,rock,48,massar_egbari,raghm_el_masafa
Rakı İçmeyi Bilmesen Tanışabilir Miydik,Kendimden Hallice,2020,rock,60,kendimden_hallice,rak_icmeyi_bilmesen_tansabilir_miydik
Nur die Musik,JORIS,2020,rock,44,joris,nur_die_musik
The Vengeful One,Disturbed,2020,rock,23,disturbed,the_vengeful_one
Cabecita Loca,Mr. Kilombo,2020,rock,45,mr_kilombo,cabecita_loca
"Los Abrazos Prohibidos (feat. Alice Wonder, Andrés Suárez, Carlotta Cosials, Christina Rosenvinge, Dani Martin, Depedro, Eva Amaral, Ismael Serrano, Iván Ferreiro, Kase.O, Leiva, Luz Casal, Maika Makovski, Marwán, Nacho Vegas, Nina de Juan, Rozalén, Joaquín Sabina, Santi Balmes & Xoel López)",Vetusta Morla,2020,rock,48,vetusta_morla,los_abrazos_prohibidos_feat_alice_wonder_andres_suarez_carlotta_cosials_christina_rosenvinge_dani_martin_depedro_eva_amaral_ismael_serrano_ivan_ferreiro_kaseo_leiva_luz_casal_maika_makovski_marwan_nacho_vegas_nina_de_juan_rozalen_joaquin_sabina_santi_balmes_xoel_lopez
Seni Buldum Ya,Kaan Boşnak,2020,rock,54,kaan_bosnak,seni_buldum_ya
Dünyadan Uzak,Pinhani,2020,rock,49,pinhani,dunyadan_uzak
在时间的答案里,和平饭店,2020,rock,46,,
Tant de Bo,Suu,2020,rock,46,suu,tant_de_bo
Aslında Alkol Hala Damarımda,Palmiyeler,2020,rock,50,palmiyeler,aslnda_alkol_hala_damarmda
Ah Aman Aman,Kirli,2020,rock,54,kirli,ah_aman_aman
Baronesse,Hjaltalín,2020,rock,23,hjaltalin,baronesse
Hey Old Lover,Kip Moore,2020,rock,45,kip_moore,hey_old_lover
كل حاجة بتعدي - كايروكي من الاستوديو,Cairokee,2020,rock,49,cairokee,_
Hned teď (pojď být světlometem),Kryštof,2020,rock,32,krystof,hned_ted_pojd_byt_svetlometem
Taip Jau Gavosi,Sisters On Wire,2020,rock,26,sisters_on_wire,taip_jau_gavosi
Kiertoradat,Arppa,2020,rock,34,arppa,kiertoradat
Yui,Saucy Dog,2020,rock,41,saucy_dog,yui
Yine Karşılaşırsak,Can Bonomo,2020,rock,51,can_bonomo,yine_karslasrsak
Parc fermé,Benjamin Biolay,2020,rock,41,benjamin_biolay,parc_ferme
The Difference,Tyler Rich,2020,rock,51,tyler_rich,the_difference
Te Van a Hacer Cambiar,Arde Bogotá,2020,rock,52,arde_bogota,te_van_a_hacer_cambiar
By The Way,Jeremy Loops,2020,rock,33,jeremy_loops,by_the_way
Sakince Yoruldum,Kendimden Hallice,2020,rock,54,kendimden_hallice,sakince_yoruldum
Jūros Banga,EGOMAŠINA,2020,rock,25,egomasina,juros_banga
Hot Soul,NO CIGAR,2020,rock,38,no_cigar,hot_soul
Suplentes,Arawato,2020,rock,48,arawato,suplentes
BOOM,X Ambassadors,2020,rock,30,x_ambassadors,boom
Ja Ja Nee Nee,Goldband,2020,rock,47,goldband,ja_ja_nee_nee
Lonely Diamond,Ocean Alley,2020,rock,41,ocean_alley,lonely_diamond
恋なんて,Hitsujibungaku,2020,rock,47,hitsujibungaku,
Truman show,Carson Coma,2020,rock,42,carson_coma,truman_show
En Plena Calle,Mr. Kilombo,2020,rock,43,mr_kilombo,en_plena_calle
Affetmem,Sena Şener,2020,rock,50,sena_sener,affetmem
The Bonny,Gerry Cinnamon,2020,rock,47,gerry_cinnamon,the_bonny
東京ウインターセッション,HoneyWorks,2020,rock,41,honeyworks,
Eres un Temazo,Suu,2020,rock,42,suu,eres_un_temazo
Soğuk Şarap,Kendimden Hallice,2020,rock,51,kendimden_hallice,soguk_sarap
Safe and Sound,The Sounds,2020,rock,36,the_sounds,safe_and_sound
Hier mit dir - Akustik Version,Johannes Oerding,2020,rock,43,johannes_oerding,hier_mit_dir_akustik_version
あいまいでいいよ,Hitsujibungaku,2020,rock,45,hitsujibungaku,
Safe and Sound,The Sounds,2020,rock,36,the_sounds,safe_and_sound
Un Planeta Llamado Nosotros,Maldita Nerea,2020,rock,48,maldita_nerea,un_planeta_llamado_nosotros
Kuchen und Bier,Böhse Onkelz,2020,rock,50,bohse_onkelz,kuchen_und_bier
Save Tonight,Eagle-Eye Cherry,2020,rock,24,eagleeye_cherry,save_tonight
Uyursam Geçer Mi?,Eskitilmiş Yaz,2020,rock,54,eskitilmis_yaz,uyursam_gecer_mi
I'm Picky - 2020,Shaka Ponk,2020,rock,39,shaka_ponk,im_picky_2020
Saman Sarısı,Emir Can İğrek,2020,rock,52,emir_can_igrek,saman_sars
ブルーベリー・ナイツ,Macaroni Empitsu,2020,rock,64,macaroni_empitsu,
恋人ごっこ,Macaroni Empitsu,2020,rock,65,macaroni_empitsu,
Easy,Absynthe Minded,2020,rock,28,absynthe_minded,easy
¿Lo Ves?,La Oreja de Van Gogh,2020,rock,47,la_oreja_de_van_gogh,lo_ves
Kafam Karışık,Yaşlı Amca,2020,rock,49,yasl_amca,kafam_karsk
Sabéis Quiénes Sois,El Kanka,2020,rock,44,el_kanka,sabeis_quienes_sois
Na M' Agapas,Pavlos Sidiropoulos,2020,rock,42,pavlos_sidiropoulos,na_m_agapas
"Nein, meine Söhne geb' ich nicht",Reinhard Mey,2020,rock,45,reinhard_mey,nein_meine_sohne_geb_ich_nicht
Timidez (feat. Natalia Lafourcade),Gepe,2020,rock,44,gepe,timidez_feat_natalia_lafourcade
I'll Stay,Kyd the Band,2020,rock,39,kyd_the_band,ill_stay
Fall In Love,Anna Känzig,2020,rock,24,anna_kanzig,fall_in_love
Los Huesos,Dani Martín,2020,rock,38,dani_martin,los_huesos
Fırtına,Ekin Beril,2020,rock,41,ekin_beril,frtna
Sirenas,La Oreja de Van Gogh,2020,rock,48,la_oreja_de_van_gogh,sirenas
Hissettin mi,Sufle,2020,rock,46,sufle,hissettin_mi
Quiero Casarme Contigo,Arde Bogotá,2020,rock,49,arde_bogota,quiero_casarme_contigo
All My Hope,Crowder,2020,rock,51,crowder,all_my_hope
Mi Caramelo - Live In Buenos Aires / 2001,Bersuit Vergarabat,2020,rock,41,bersuit_vergarabat,mi_caramelo_live_in_buenos_aires_2001
Don't Say No (Feat. Jay Park),SURL,2020,rock,34,surl,dont_say_no_feat_jay_park
Kaybediyorum Yeniden,Yaşlı Amca,2020,rock,50,yasl_amca,kaybediyorum_yeniden
Divergencia,Enjambre,2020,rock,56,enjambre,divergencia
Ben Yola Gelmem,Kahraman Deniz,2020,rock,50,kahraman_deniz,ben_yola_gelmem
Když tě život kope do zadku,Marek Ztracený,2020,rock,41,marek_ztraceny,kdyz_te_zivot_kope_do_zadku
Manidar,Son Feci Bisiklet,2020,rock,43,son_feci_bisiklet,manidar
夢花火,Novelbright,2020,rock,60,novelbright,
I Want to Dance Again,The Subs,2020,rock,31,the_subs,i_want_to_dance_again
Brandy in the Airidh,Peat and Diesel,2020,rock,41,peat_and_diesel,brandy_in_the_airidh
The Boys of Summer,Bell X1,2020,rock,34,bell_x1,the_boys_of_summer
Comme une voiture volée,Benjamin Biolay,2020,rock,37,benjamin_biolay,comme_une_voiture_volee
The Devil in I,Slipknot,2020,rock,34,slipknot,the_devil_in_i
Király Úr,Csaknekedkislány,2020,rock,40,csaknekedkislany,kiraly_ur
Best of Me,Romain Virgo,2020,rock,35,romain_virgo,best_of_me
Abrázame,La Oreja de Van Gogh,2020,rock,48,la_oreja_de_van_gogh,abrazame
Ein Hoch auf die Toten,Böhse Onkelz,2020,rock,49,bohse_onkelz,ein_hoch_auf_die_toten
Weightless,Spacey Jane,2020,rock,49,spacey_jane,weightless
Hobbihajótörött,Carson Coma,2020,rock,39,carson_coma,hobbihajotorott
Paddy,Ra Ra Viper,2020,rock,40,ra_ra_viper,paddy
Nejistá přítomnost,ŠKWOR,2020,rock,45,skwor,nejista_pritomnost
Vanana Megamix,ELYELLA,2020,rock,46,elyella,vanana_megamix
La Ciudad (Cap. 6),Siddhartha,2020,rock,50,siddhartha,la_ciudad_cap_6
Litmus Heart,Platon Karataev,2020,rock,23,platon_karataev,litmus_heart
Como Que No,Gustavo Pena - El Príncipe,2020,rock,37,gustavo_pena_el_principe,como_que_no
Weightless,Spacey Jane,2020,rock,49,spacey_jane,weightless
Hobbihajótörött,Carson Coma,2020,rock,39,carson_coma,hobbihajotorott
Paddy,Ra Ra Viper,2020,rock,40,ra_ra_viper,paddy
Vanana Megamix,ELYELLA,2020,rock,46,elyella,vanana_megamix
La Ciudad (Cap. 6),Siddhartha,2020,rock,50,siddhartha,la_ciudad_cap_6
Como Que No,Gustavo Pena - El Príncipe,2020,rock,37,gustavo_pena_el_principe,como_que_no
In The Blood,Dizzy Mizz Lizzy,2020,rock,29,dizzy_mizz_lizzy,in_the_blood
"ay, amor",Valeria Castro,2020,rock,39,valeria_castro,ay_amor
Contratimp,Ana Coman,2020,rock,33,ana_coman,contratimp
Kal Ki Adeta,Yaşlı Amca,2020,rock,46,yasl_amca,kal_ki_adeta
Blue spring,JANNABI,2020,rock,33,jannabi,blue_spring
Le premier bonheur du jour,Thomas Dutronc,2020,rock,35,thomas_dutronc,le_premier_bonheur_du_jour
Litmus Heart,Platon Karataev,2020,rock,23,platon_karataev,litmus_heart
Na mindegy,Carson Coma,2020,rock,35,carson_coma,na_mindegy
Zıtlıklarına Hastayım,Yaşlı Amca,2020,rock,49,yasl_amca,ztlklarna_hastaym
Wie aus der Sage,Böhse Onkelz,2020,rock,48,bohse_onkelz,wie_aus_der_sage
Mundo imperfecto,Sidecars,2020,rock,49,sidecars,mundo_imperfecto
Izgubljena,BURŽUAZIJA,2020,rock,20,burzuazija,izgubljena
Abres Camino,Generación 12,2020,rock,49,generacion_12,abres_camino
Ex Nihilo,Platon Karataev,2020,rock,23,platon_karataev,ex_nihilo
Red White Blue Jean American Dream,Kip Moore,2020,rock,43,kip_moore,red_white_blue_jean_american_dream
チューリングラブ,NANAOAKARI,2020,rock,43,nanaoakari,
Ne Boj Se,Marko Perković Thompson,2020,rock,35,marko_perkovic_thompson,ne_boj_se
Mi accidente preferido (con Juancho Sidecars y Sidecars),Despistaos,2020,rock,50,despistaos,mi_accidente_preferido_con_juancho_sidecars_y_sidecars
永遠の不在証明,Tokyo Incidents,2020,rock,49,tokyo_incidents,
Bir Tek Sensin İçimde (Ev Kayıtlarım),Manuş Baba,2020,rock,44,manus_baba,bir_tek_sensin_icimde_ev_kaytlarm
Por Ti (La Poderotza),Temple Sour,2020,rock,49,temple_sour,por_ti_la_poderotza
Procuro Olvidarte / Pásalo Bien,Macha Y El Bloque Depresivo,2020,rock,51,macha_y_el_bloque_depresivo,procuro_olvidarte_pasalo_bien
Honey,Old Mervs,2020,rock,42,old_mervs,honey
Vlci,Kateřina Marie Tichá,2020,rock,40,katerina_marie_ticha,vlci
Divoká - Radio Edit,Kateřina Marie Tichá,2020,rock,40,katerina_marie_ticha,divoka_radio_edit
Heroj Ulice - Live At Arena Zagreb 2019,Prljavo Kazaliste,2020,rock,21,prljavo_kazaliste,heroj_ulice_live_at_arena_zagreb_2019
Dön Desem Döner Misin,Barış Manço,2020,rock,48,bars_manco,don_desem_doner_misin
Suomen muotoisen pilven alla,Arttu Wiskari,2020,rock,44,arttu_wiskari,suomen_muotoisen_pilven_alla
砂漠のきみへ,Hitsujibungaku,2020,rock,41,hitsujibungaku,
Hoću da mi dijete sluša narodnjake,Brkovi,2020,rock,32,brkovi,hocu_da_mi_dijete_slusa_narodnjake
Prachy,Lautr,2020,rock,33,lautr,prachy
Changes,Ilse DeLange,2020,rock,36,ilse_delange,changes
Kala Cinta Menggoda,Noah,2020,rock,54,noah,kala_cinta_menggoda
Close,School Is Cool,2020,rock,31,school_is_cool,close
Vítr do plachet - Film Gump,Marek Ztracený,2020,rock,32,marek_ztraceny,vitr_do_plachet_film_gump
The Worship Medley: Reckless Love / O Come To The Altar / Great Are You Lord (feat. Davies),Tauren Wells,2020,rock,44,tauren_wells,the_worship_medley_reckless_love_o_come_to_the_altar_great_are_you_lord_feat_davies
Head Still Hurts,The Rions,2020,rock,42,the_rions,head_still_hurts
غمض عينك - كايروكي من الاستوديو,Cairokee,2020,rock,42,cairokee,_
El Favor,Las Pastillas del Abuelo,2020,rock,61,las_pastillas_del_abuelo,el_favor
Momma’s House,Dustin Lynch,2020,rock,53,dustin_lynch,mommas_house
Emmène-moi (feat. L.E.J),Boulevard des Airs,2020,rock,36,boulevard_des_airs,emmenemoi_feat_lej
La Vuelta,La Maravillosa Orquesta del Alcohol,2020,rock,41,la_maravillosa_orquesta_del_alcohol,la_vuelta
El Tiempo No Para - Live In Buenos Aires / 2001,Bersuit Vergarabat,2020,rock,39,bersuit_vergarabat,el_tiempo_no_para_live_in_buenos_aires_2001
Aye,Sunset Sweatshop,2020,rock,34,sunset_sweatshop,aye
Soldier On,DI-RECT,2020,rock,51,direct,soldier_on
Hellwach,Julian le Play,2020,rock,36,julian_le_play,hellwach
"Néha kevés, néha több",Ivan & The Parazol,2020,rock,35,ivan_the_parazol,neha_keves_neha_tobb
In the Ghetto,Danny Vera,2020,rock,34,danny_vera,in_the_ghetto
Wild World,Kip Moore,2020,rock,42,kip_moore,wild_world
Her and the Sun,Rum Jungle,2020,rock,42,rum_jungle,her_and_the_sun
モノローグ,Kiro Akiyama,2020,rock,40,kiro_akiyama,
Một Giấc Mơ (feat. Kimmese),Vũ.,2020,rock,41,vu,mot_giac_mo_feat_kimmese
Rogor Moviktset - Original Motion Picture Soundtrack,Erekle Deisadze,2020,rock,29,erekle_deisadze,rogor_moviktset_original_motion_picture_soundtrack
Morena,Dread Mar I,2020,rock,47,dread_mar_i,morena
Halfway Out,The Rions,2020,rock,41,the_rions,halfway_out
Lp,BURŽUAZIJA,2020,rock,21,burzuazija,lp
Féltél szeretni,Csaknekedkislány,2020,rock,37,csaknekedkislany,feltel_szeretni
Mėlyna Mėlyna,Sisters On Wire,2020,rock,29,sisters_on_wire,melyna_melyna
インフェルノ - Remastered 2020,Mrs. GREEN APPLE,2020,rock,55,mrs_green_apple,_remastered_2020
Home Sweet,Russell Dickerson,2020,rock,51,russell_dickerson,home_sweet
Voi And Destroy,Aktiv Dödshjelp,2020,rock,28,aktiv_dodshjelp,voi_and_destroy
Nos célébrations - Edit,Indochine,2020,rock,37,indochine,nos_celebrations_edit
La Leyenda Del Hada Y El Mago,Rata Blanca,2020,rock,48,rata_blanca,la_leyenda_del_hada_y_el_mago
Teri Tasveer,Bayaan,2020,rock,53,bayaan,teri_tasveer
"Hey, Ma - triple j Like A Version",The Vanns,2020,rock,41,the_vanns,hey_ma_triple_j_like_a_version
A la Vez,Conociendo Rusia,2020,rock,56,conociendo_rusia,a_la_vez
Wanted,Hunter Hayes,2020,rock,42,hunter_hayes,wanted
Yeşil,Son Feci Bisiklet,2020,rock,38,son_feci_bisiklet,yesil
La Buena Sombra,IZAL,2020,rock,39,izal,la_buena_sombra
Karmadame,Zoé,2020,rock,59,zoe,karmadame
Helsinki,Laura Närhi,2020,rock,28,laura_narhi,helsinki
Good Grief,Spacey Jane,2020,rock,48,spacey_jane,good_grief
Island,Peat and Diesel,2020,rock,40,peat_and_diesel,island
Shake That Skinny Ass,Troy Kingi,2020,rock,39,troy_kingi,shake_that_skinny_ass
Viagem,Tiago Bettencourt,2020,rock,32,tiago_bettencourt,viagem
Je te promets,Gaëtan Roussel,2020,rock,38,gaetan_roussel,je_te_promets
Superstar,El Zar,2020,rock,56,el_zar,superstar
Una Vez Más,Ximena Sariñana,2020,rock,48,ximena_sarinana,una_vez_mas
Kalhotky si sundej,Mig 21,2020,rock,30,mig_21,kalhotky_si_sundej
Big Log - 2006 Remaster,Robert Plant,2020,rock,34,robert_plant,big_log_2006_remaster
Het Is Al Laat Toch,Racoon,2020,rock,51,racoon,het_is_al_laat_toch
Môj Svet,Desmod,2020,rock,35,desmod,moj_svet
حد تايه,Massar Egbari,2020,rock,42,massar_egbari,_
Fick die Welt,KAFVKA,2020,rock,42,kafvka,fick_die_welt
Valo pimeän,Pyhimys,2020,rock,53,pyhimys,valo_pimean
Grew up on That,High Valley,2020,rock,46,high_valley,grew_up_on_that
Bước Qua Mùa Cô Đơn,Vũ.,2020,rock,47,vu,buoc_qua_mua_co_on
La canzone che hai scritto tu,Brunori Sas,2020,rock,41,brunori_sas,la_canzone_che_hai_scritto_tu
Donde Me Lleven Mis Alas,Paula Mattheus,2020,rock,45,paula_mattheus,donde_me_lleven_mis_alas
Mit sem érdekel,Carson Coma,2020,rock,37,carson_coma,mit_sem_erdekel
Algún día (Cap. 1),Siddhartha,2020,rock,61,siddhartha,algun_dia_cap_1
Mikrofon,Doğan Duru,2020,rock,41,dogan_duru,mikrofon
Daggers,High Hi,2020,rock,34,high_hi,daggers
Purga,Rita Vian,2020,rock,30,rita_vian,purga
I Remember,Compact Disk Dummies,2020,rock,34,compact_disk_dummies,i_remember
Lost in The Thick of It,The Coronas,2020,rock,35,the_coronas,lost_in_the_thick_of_it
Tajemství,Tata Bojs,2020,rock,30,tata_bojs,tajemstvi
Can Evimden,Siyasiyabend,2020,rock,41,siyasiyabend,can_evimden
Single Saturday Night,Cole Swindell,2020,rock,54,cole_swindell,single_saturday_night
Wartburg Limuzina,Atheist Rap,2020,rock,25,atheist_rap,wartburg_limuzina
Až tady jednou nebudu,Harlej,2020,rock,41,harlej,az_tady_jednou_nebudu
Túnel de la Vida,El Plan De La Mariposa,2020,rock,61,el_plan_de_la_mariposa,tunel_de_la_vida
Anla Hain,Yaşlı Amca,2020,rock,42,yasl_amca,anla_hain
En Privado,Babasonicos,2020,rock,40,babasonicos,en_privado
Kehilangan,Setia Band,2020,rock,50,setia_band,kehilangan
Buscándote (Cap. 7),Siddhartha,2020,rock,60,siddhartha,buscandote_cap_7
Valium,NO CIGAR,2020,rock,36,no_cigar,valium
Real Feelings,RONDÉ,2020,rock,34,ronde,real_feelings
White Lines,Support Lesbiens,2020,rock,27,support_lesbiens,white_lines
Step,JANNABI,2020,rock,36,jannabi,step
نقطة بيضا - كايروكي من الاستوديو,Cairokee,2020,rock,40,cairokee,_
Mil Batalles,Buhos,2020,rock,46,buhos,mil_batalles
Dej povej,BURŽUAZIJA,2020,rock,19,burzuazija,dej_povej
Egyszerűen semmi sem egyszerű,Carson Coma,2020,rock,37,carson_coma,egyszeruen_semmi_sem_egyszeru
Pa Olvidarte,ChocQuibTown,2020,rock,37,chocquibtown,pa_olvidarte
هاتلنا بالباقي لبان - كايروكي من الاستوديو,Cairokee,2020,rock,36,cairokee,_
Te iubesc,Fara Zahar,2020,rock,33,fara_zahar,te_iubesc
Maybe This Is Love,Chef'Special,2020,rock,37,chefspecial,maybe_this_is_love
Alma Llanera,Simón Díaz,2020,rock,40,simon_diaz,alma_llanera
Nilüfer,Yaşlı Amca,2020,rock,44,yasl_amca,nilufer
Ruh,rehber,2020,rock,39,rehber,ruh
POP (Himlen over København),Annika Aakjær,2020,rock,45,annika_aakjr,pop_himlen_over_kbenhavn
Anlamadın mı - Live,Ozbi,2020,rock,43,ozbi,anlamadn_m_live
