Title,Artist,Year,Genre,Popularity,Formatted_Artist,Formatted_Title
Gan Dian ,Kenshi Yonezu,2020,pop,68,kenshi_yonezu,gan_dian_
I Don't Know Why,NOTD,2020,pop,58,notd,i_dont_know_why
Liutiki,prosto Lera,2020,pop,38,prosto_lera,liutiki
M' Manc (con Geolier & Sfera Ebbasta),Shablo,2020,pop,67,shablo,m_manc_con_geolier_sfera_ebbasta
Uzunlar - V1,Evdeki Saat,2020,pop,64,evdeki_saat,uzunlar_v1
Osen' p'ianaia,Dora,2020,pop,41,dora,osen_pianaia
Byvshaia,Eva Vlasova,2020,pop,44,eva_vlasova,byvshaia
Un Beso en Madrid,TINI,2020,pop,61,tini,un_beso_en_madrid
Drill FR 4,Gazo,2020,pop,57,gazo,drill_fr_4
ADMV,Maluma,2020,pop,65,maluma,admv
Here I Am Again,Yerin Baek,2020,pop,60,yerin_baek,here_i_am_again
Superclassico,Ernia,2020,pop,64,ernia,superclassico
Kostior,HENSY,2020,pop,42,hensy,kostior
J'picole,Sasso,2020,pop,62,sasso,jpicole
Chiasso,Random,2020,pop,57,random,chiasso
Kaiju no Hanauta,Vaundy,2020,pop,58,vaundy,kaiju_no_hanauta
Privychka,Tri dnia dozhdia,2020,pop,40,tri_dnia_dozhdia,privychka
It's Ok If You Forget Me,Astrid S,2020,pop,58,astrid_s,its_ok_if_you_forget_me
Tanz fur mich,Provinz,2020,pop,44,provinz,tanz_fur_mich
+ (MAS),Aitana,2020,pop,65,aitana,_mas
Si Tu La Quieres,David Bisbal,2020,pop,65,david_bisbal,si_tu_la_quieres
La Nota,Manuel Turizo,2020,pop,67,manuel_turizo,la_nota
"Ty znaesh', gde menia iskat'",Irina Dubtsova,2020,pop,41,irina_dubtsova,ty_znaesh_gde_menia_iskat
Bandido,Ana Barbara,2020,pop,60,ana_barbara,bandido
Parabola,MOT,2020,pop,42,mot,parabola
VYPUSKNIK,FOGEL',2020,pop,40,fogel,vypusknik
Eenie Meenie,Sean Kingston,2020,pop,65,sean_kingston,eenie_meenie
Relacion,Sech,2020,pop,68,sech,relacion
Ty pari,JONY,2020,pop,46,jony,ty_pari
Medusa,Landy,2020,pop,63,landy,medusa
Por Primera Vez,Camilo,2020,pop,71,camilo,por_primera_vez
Favorito,Camilo,2020,pop,69,camilo,favorito
nevyvoZIMAia,NILETTO,2020,pop,44,niletto,nevyvozimaia
Hua niWang Ling ,yorushika,2020,pop,65,yorushika,hua_niwang_ling_
Mas De Lo Que Aposte,Aitana,2020,pop,67,aitana,mas_de_lo_que_aposte
The Key,Tems,2020,pop,61,tems,the_key
Shout Baby,Ryokuoushoku Shakai,2020,pop,61,ryokuoushoku_shakai,shout_baby
La Mitad,Camilo,2020,pop,74,camilo,la_mitad
Save Me,Jelly Roll,2020,pop,70,jelly_roll,save_me
Fingertips,Tom Gregory,2020,pop,53,tom_gregory,fingertips
Vesnushki,pyrokinesis,2020,pop,39,pyrokinesis,vesnushki
Amour censure,Hoshi,2020,pop,62,hoshi,amour_censure
C'est une belle journee,Mylene Farmer,2020,pop,51,mylene_farmer,cest_une_belle_journee
911,Jah Khalib,2020,pop,46,jah_khalib,911
Scrivile Scemo,Pinguini Tattici Nucleari,2020,pop,61,pinguini_tattici_nucleari,scrivile_scemo
Flamingo,Kenshi Yonezu,2020,pop,61,kenshi_yonezu,flamingo
Met the Devil in Oklahoma,Josh Meloy,2020,pop,66,josh_meloy,met_the_devil_in_oklahoma
Toutes generations (feat. Rim'K),PLK,2020,pop,54,plk,toutes_generations_feat_rimk
Ia delaiu shag,The Hatters,2020,pop,39,the_hatters,ia_delaiu_shag
Internet Sensation,Lil Durk,2020,pop,62,lil_durk,internet_sensation
Al'ma-mater,pyrokinesis,2020,pop,38,pyrokinesis,almamater
Tattoo - Remix with Camilo,Rauw Alejandro,2020,pop,66,rauw_alejandro,tattoo_remix_with_camilo
Ginger (feat. Burna Boy),Wizkid,2020,pop,64,wizkid,ginger_feat_burna_boy
Reloj,Rauw Alejandro,2020,pop,70,rauw_alejandro,reloj
Mahragan Bent El Geran,Hassan Shakosh,2020,pop,57,hassan_shakosh,mahragan_bent_el_geran
Good Times,Ghali,2020,pop,57,ghali,good_times
Color Esperanza 2020,Diego Torres,2020,pop,67,diego_torres,color_esperanza_2020
Qui,Tayc,2020,pop,63,tayc,qui
Blessed (feat. Damian Marley),Wizkid,2020,pop,61,wizkid,blessed_feat_damian_marley
INDELEBILE,Yseult,2020,pop,58,yseult,indelebile
Respire,Gael Faye,2020,pop,55,gael_faye,respire
"Zhit', ne dumaia o tebe",Bahh Tee,2020,pop,42,bahh_tee,zhit_ne_dumaia_o_tebe
Te Espere,Jesse & Joy,2020,pop,75,jesse_joy,te_espere
Freeze Rael,Freeze corleone,2020,pop,61,freeze_corleone,freeze_rael
On sait jamais (feat. Niska),PLK,2020,pop,52,plk,on_sait_jamais_feat_niska
Si Me Dices Que Si,Reik,2020,pop,70,reik,si_me_dices_que_si
Due ali,Frah Quintale,2020,pop,57,frah_quintale,due_ali
Trieste,Lucio Corsi,2020,pop,61,lucio_corsi,trieste
CORAZON SIN VIDA,Aitana,2020,pop,63,aitana,corazon_sin_vida
Monet,Alligatoah,2020,pop,61,alligatoah,monet
Doudou,Aya Nakamura,2020,pop,60,aya_nakamura,doudou
Qun Qing ,YOASOBI,2020,pop,63,yoasobi,qun_qing_
Born to Shine,Diljit Dosanjh,2020,pop,76,diljit_dosanjh,born_to_shine
Tranen aus Kajal,CELINE,2020,pop,60,celine,tranen_aus_kajal
Sere,SPINALL,2020,pop,59,spinall,sere
Zazhigalka,VAVAN,2020,pop,44,vavan,zazhigalka
Seni Suiem,Kairat Nurtas,2020,pop,42,kairat_nurtas,seni_suiem
Ponte Pa' Mi,Rauw Alejandro,2020,pop,71,rauw_alejandro,ponte_pa_mi
Dybala,Maes,2020,pop,63,maes,dybala
Okay,Adekunle Gold,2020,pop,59,adekunle_gold,okay
Athina Mou,Konstantinos Argiros,2020,pop,51,konstantinos_argiros,athina_mou
Dybala,Maes,2020,pop,63,maes,dybala
Okay,Adekunle Gold,2020,pop,59,adekunle_gold,okay
Athina Mou,Konstantinos Argiros,2020,pop,51,konstantinos_argiros,athina_mou
"Bam Bam Twist (feat. Gow Tribe, Frenetik&Orang3)",Achille Lauro,2020,pop,58,achille_lauro,bam_bam_twist_feat_gow_tribe_frenetikorang3
6.3,Naps,2020,pop,63,naps,63
Niente Canzoni D'Amore,Elodie,2020,pop,58,elodie,niente_canzoni_damore
Chico (feat. Rose Villain & Luche),Gue,2020,pop,62,gue,chico_feat_rose_villain_luche
Amarena,Frah Quintale,2020,pop,55,frah_quintale,amarena
Bare Wit Me,Teyana Taylor,2020,pop,60,teyana_taylor,bare_wit_me
katsuteTian Cai datsutaAn tachihe,Creepy Nuts,2020,pop,57,creepy_nuts,katsutetian_cai_datsutaan_tachihe
True Love (feat. Tay Iwar & Projexx),Wizkid,2020,pop,59,wizkid,true_love_feat_tay_iwar_projexx
Svag,Victor Leksell,2020,pop,64,victor_leksell,svag
Ya Ghayeb,Fadel Chaker,2020,pop,62,fadel_chaker,ya_ghayeb
Best Thing,Janine,2020,pop,53,janine,best_thing
Per due che come noi,Brunori Sas,2020,pop,62,brunori_sas,per_due_che_come_noi
Comme toi,Tayc,2020,pop,64,tayc,comme_toi
Melodie,OBOY,2020,pop,62,oboy,melodie
Joli bebe,Naza,2020,pop,60,naza,joli_bebe
Complique,Dadju,2020,pop,67,dadju,complique
Jamais,Mister V,2020,pop,57,mister_v,jamais
Altust Olmusum,Mavi Gri,2020,pop,69,mavi_gri,altust_olmusum
Fei Xing Ting ,King Gnu,2020,pop,62,king_gnu,fei_xing_ting_
Body Like A Back Road,Sam Hunt,2020,pop,71,sam_hunt,body_like_a_back_road
Zai Hui  (produced by Ayase),LiSA,2020,pop,59,lisa,zai_hui_produced_by_ayase
HE OH,Gambi,2020,pop,59,gambi,he_oh
Mela!,Ryokuoushoku Shakai,2020,pop,67,ryokuoushoku_shakai,mela
Sang Rahiyo,Jasleen Royal,2020,pop,77,jasleen_royal,sang_rahiyo
Blanche,Maes,2020,pop,63,maes,blanche
Ringo Starr,Pinguini Tattici Nucleari,2020,pop,58,pinguini_tattici_nucleari,ringo_starr
All About You,Jah Khalib,2020,pop,41,jah_khalib,all_about_you
Italia,Jul,2020,pop,62,jul,italia
NAN CHUN,SE SO NEON,2020,pop,56,se_so_neon,nan_chun
Dans les clips,PLK,2020,pop,51,plk,dans_les_clips
Aimer a mort,Louane,2020,pop,57,louane,aimer_a_mort
haruzion,YOASOBI,2020,pop,59,yoasobi,haruzion
GIVE HEAVEN SOME HELL,HARDY,2020,pop,71,hardy,give_heaven_some_hell
Na ostri noze,Ewa Farna,2020,pop,45,ewa_farna,na_ostri_noze
Algo Magico,Rauw Alejandro,2020,pop,72,rauw_alejandro,algo_magico
Quiereme Mientras Se Pueda,Manuel Turizo,2020,pop,64,manuel_turizo,quiereme_mientras_se_pueda
7 Stunden,LEA,2020,pop,55,lea,7_stunden
beau-papa,Vianney,2020,pop,60,vianney,beaupapa
Wenn die Party vorbei ist,Provinz,2020,pop,39,provinz,wenn_die_party_vorbei_ist
anoMeng wonazotsute,YOASOBI,2020,pop,61,yoasobi,anomeng_wonazotsute
Pieces,Muscadine Bloodline,2020,pop,69,muscadine_bloodline,pieces
Las Locuras Mias,Silvestre Dangond,2020,pop,64,silvestre_dangond,las_locuras_mias
Mais je t'aime,Grand Corps Malade,2020,pop,55,grand_corps_malade,mais_je_taime
You're Just Like the Spring,Ruta MUR,2020,pop,32,ruta_mur,youre_just_like_the_spring
Excuses,AP Dhillon,2020,pop,74,ap_dhillon,excuses
Te Amo,Calema,2020,pop,53,calema,te_amo
Higher Ground,SKAAR,2020,pop,48,skaar,higher_ground
Elegi (feat. Dimelo Flow),Rauw Alejandro,2020,pop,68,rauw_alejandro,elegi_feat_dimelo_flow
Leila,Reynmen,2020,pop,57,reynmen,leila
Bottle and Mary Jane,Jelly Roll,2020,pop,67,jelly_roll,bottle_and_mary_jane
Freccia Bianca,Lucio Corsi,2020,pop,57,lucio_corsi,freccia_bianca
C'est la Vie,Achille Lauro,2020,pop,58,achille_lauro,cest_la_vie
Me Ne Frego,Achille Lauro,2020,pop,58,achille_lauro,me_ne_frego
Zipette,Ninho,2020,pop,56,ninho,zipette
Donne-moi l'accord,Dadju,2020,pop,59,dadju,donnemoi_laccord
Marbella,Dopebwoy,2020,pop,58,dopebwoy,marbella
BORRAXXA,Feid,2020,pop,65,feid,borraxxa
On t'emmene,Trois Cafes Gourmands,2020,pop,57,trois_cafes_gourmands,on_temmene
Raspoutine,Ziak,2020,pop,60,ziak,raspoutine
Distant,Maes,2020,pop,63,maes,distant
Piel Canela,Cuco,2020,pop,68,cuco,piel_canela
Molodiozh',Irina Kairatovna,2020,pop,36,irina_kairatovna,molodiozh
Ice T,Tems,2020,pop,57,tems,ice_t
Athina Mou,Konstantinos Argiros,2020,pop,50,konstantinos_argiros,athina_mou
Uslanmiyor Bu,Zeynep Bastik,2020,pop,58,zeynep_bastik,uslanmiyor_bu
G.O.A.T.,Diljit Dosanjh,2020,pop,72,diljit_dosanjh,goat
"Scara 2, Etajul 7",Carla's Dreams,2020,pop,49,carlas_dreams,scara_2_etajul_7
Pensandote,Rauw Alejandro,2020,pop,70,rauw_alejandro,pensandote
you!,LANY,2020,pop,64,lany,you
My Salsa,Franglish,2020,pop,59,franglish,my_salsa
Mi Cuarto,Jerry Di,2020,pop,68,jerry_di,mi_cuarto
Enchule,Rauw Alejandro,2020,pop,66,rauw_alejandro,enchule
Ma toLu ,Kenshi Yonezu,2020,pop,61,kenshi_yonezu,ma_tolu_
Ich hab' getraumt von dir - 2020 Remaster,Matthias Reim,2020,pop,58,matthias_reim,ich_hab_getraumt_von_dir_2020_remaster
Tu Carcel - En Vivo,Los Enanitos Verdes,2020,pop,61,los_enanitos_verdes,tu_carcel_en_vivo
Mai E Poi Mai,Olly,2020,pop,58,olly,mai_e_poi_mai
Neyin Nesi,Dolu Kadehi Ters Tut,2020,pop,63,dolu_kadehi_ters_tut,neyin_nesi
O Nosso Amor,Soraia Ramos,2020,pop,53,soraia_ramos,o_nosso_amor
SI NO VAS A VOLVER,Aitana,2020,pop,61,aitana,si_no_vas_a_volver
Champagne Papi (feat. SRNO),Dopebwoy,2020,pop,56,dopebwoy,champagne_papi_feat_srno
Loading,Olamide,2020,pop,57,olamide,loading
Juramento eterno de sal,Alvaro De Luna,2020,pop,57,alvaro_de_luna,juramento_eterno_de_sal
So Love,Irina Barros,2020,pop,53,irina_barros,so_love
Deja vu,Scarlet Pleasure,2020,pop,45,scarlet_pleasure,deja_vu
Je mi fajn,Earth,2020,pop,42,earth,je_mi_fajn
Paranoie,Olly,2020,pop,60,olly,paranoie
doron,King Gnu,2020,pop,55,king_gnu,doron
Freestyle 5min #8,Zkr,2020,pop,57,zkr,freestyle_5min_8
Slabiciuni,DJ Project,2020,pop,44,dj_project,slabiciuni
Malli,Kidda,2020,pop,55,kidda,malli
Winter,SE SO NEON,2020,pop,50,se_so_neon,winter
Sakartvelos Iavnana,Bravo Metehi,2020,pop,36,bravo_metehi,sakartvelos_iavnana
Dans l'espace (feat. Heuss l'Enfoire),Gambi,2020,pop,58,gambi,dans_lespace_feat_heuss_lenfoire
Angela,Hatik,2020,pop,59,hatik,angela
SLIME (feat. Rondodasosa),Lazza,2020,pop,55,lazza,slime_feat_rondodasosa
Teni Tenime,Sena Sener,2020,pop,63,sena_sener,teni_tenime
X19X,Feid,2020,pop,66,feid,x19x
Teni Tenime,Sena Sener,2020,pop,63,sena_sener,teni_tenime
X19X,Feid,2020,pop,66,feid,x19x
Birakma Kendini,Kaan Bosnak,2020,pop,64,kaan_bosnak,birakma_kendini
Dum,Bolaget,2020,pop,60,bolaget,dum
Djomb - Bien ou quoi,Bosh,2020,pop,54,bosh,djomb_bien_ou_quoi
Asal Mein,Darshan Raval,2020,pop,72,darshan_raval,asal_mein
Loin de moi,Naza,2020,pop,58,naza,loin_de_moi
Somebody - Acoustic,Dagny,2020,pop,48,dagny,somebody_acoustic
Pourtant,PLK,2020,pop,56,plk,pourtant
No Te Vayas,Camilo,2020,pop,64,camilo,no_te_vayas
Brouncha,Jul,2020,pop,54,jul,brouncha
ALYX (feat. Capo Plaza),Lazza,2020,pop,58,lazza,alyx_feat_capo_plaza
ErruDumEllaHvad,ICEKIID,2020,pop,50,icekiid,errudumellahvad
Mi Religion,Nil Moliner,2020,pop,57,nil_moliner,mi_religion
Bertaut,Nadin Amizah,2020,pop,81,nadin_amizah,bertaut
Brown Munde,AP Dhillon,2020,pop,69,ap_dhillon,brown_munde
Vsechno nebo nic,Ewa Farna,2020,pop,46,ewa_farna,vsechno_nebo_nic
Albi Ya Albi,Nancy Ajram,2020,pop,63,nancy_ajram,albi_ya_albi
Coffre plein,Koba LaD,2020,pop,57,koba_lad,coffre_plein
Halbuki,Yalin,2020,pop,69,yalin,halbuki
Quatre,Ziak,2020,pop,53,ziak,quatre
La Culpa,Jessi Uribe,2020,pop,62,jessi_uribe,la_culpa
9 1 1 3,Zola,2020,pop,46,zola,9_1_1_3
Lantas,Juicy Luicy,2020,pop,80,juicy_luicy,lantas
For Ya,Jiang Xiao Ni ,2020,pop,60,jiang_xiao_ni_,for_ya
Fais-moi signe,Hoshi,2020,pop,53,hoshi,faismoi_signe
Mi Venganza,Alzate,2020,pop,59,alzate,mi_venganza
La storia infinita,Pinguini Tattici Nucleari,2020,pop,58,pinguini_tattici_nucleari,la_storia_infinita
Monica,Naps,2020,pop,65,naps,monica
"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez,2020,pop,56,dj_tunez,pami_feat_wizkid_adekunle_gold_omah_lay
anything 4 u,LANY,2020,pop,66,lany,anything_4_u
Uwrongo - Edit,Prince Kaybee,2020,pop,44,prince_kaybee,uwrongo_edit
Je mi fajn,Earth,2020,pop,44,earth,je_mi_fajn
Alag Aasmaan,Anuv Jain,2020,pop,72,anuv_jain,alag_aasmaan
Manjha,Vishal Mishra,2020,pop,72,vishal_mishra,manjha
Rap catechisme,Freeze corleone,2020,pop,55,freeze_corleone,rap_catechisme
Ah Canim Sevgilim - Demo,Rei 6,2020,pop,63,rei_6,ah_canim_sevgilim_demo
El Mismo Aire,Camilo,2020,pop,65,camilo,el_mismo_aire
melt bitter,satomoka,2020,pop,61,satomoka,melt_bitter
"Humraah (From ""Malang - Unleash The Madness"")",Sachet Tandon,2020,pop,67,sachet_tandon,humraah_from_malang_unleash_the_madness
ELEGANTE (feat. Sfera Ebbasta),DrefGold,2020,pop,59,drefgold,elegante_feat_sfera_ebbasta
Chung Ta Cua Hien Tai,Son Tung M-TP,2020,pop,63,son_tung_mtp,chung_ta_cua_hien_tai
Nobody,DJ Neptune,2020,pop,54,dj_neptune,nobody
Quand je marche,Ben Mazue,2020,pop,59,ben_mazue,quand_je_marche
Baluius',Irina Kairatovna,2020,pop,43,irina_kairatovna,baluius
LOPSA STORY,1PLIKE140,2020,pop,64,1plike140,lopsa_story
Chemo Feria,Bravo Metehi,2020,pop,33,bravo_metehi,chemo_feria
Elefant,LEA,2020,pop,57,lea,elefant
ICE CREAM,Greekazo,2020,pop,53,greekazo,ice_cream
Moins un,Dinos,2020,pop,53,dinos,moins_un
Gaffe aux autres,Ben Mazue,2020,pop,54,ben_mazue,gaffe_aux_autres
Teenager Forever,King Gnu,2020,pop,60,king_gnu,teenager_forever
Donnez-moi,Les Frangines,2020,pop,53,les_frangines,donnezmoi
Hen Gap Em Duoi Anh Trang,MANBO,2020,pop,67,manbo,hen_gap_em_duoi_anh_trang
Barcellona,Ghali,2020,pop,58,ghali,barcellona
Tout en Gucci,Ninho,2020,pop,51,ninho,tout_en_gucci
Di Ve Nha,Den,2020,pop,61,den,di_ve_nha
FERXXO X NEJO,Feid,2020,pop,61,feid,ferxxo_x_nejo
doraihurawa-,Yuuri,2020,pop,63,yuuri,doraihurawa
EL CUARTO DE FERXXO,Feid,2020,pop,64,feid,el_cuarto_de_ferxxo
Eso Que Tu Me Das,Jarabe De Palo,2020,pop,60,jarabe_de_palo,eso_que_tu_me_das
Si Tu La Quieres,David Bisbal,2020,pop,58,david_bisbal,si_tu_la_quieres
Bebe de Bogota,Moha La Squale,2020,pop,54,moha_la_squale,bebe_de_bogota
Tu Aake Dekhle,King,2020,pop,70,king,tu_aake_dekhle
Macaroni (feat. Ninho),Leto,2020,pop,65,leto,macaroni_feat_ninho
Dragovic,Maes,2020,pop,54,maes,dragovic
CRUDELIA - I nervi,Marracash,2020,pop,58,marracash,crudelia_i_nervi
Lenu - Remix,BNXN,2020,pop,56,bnxn,lenu_remix
Adios Amor / Oye Mujer,Ke Personajes,2020,pop,68,ke_personajes,adios_amor_oye_mujer
Magia (feat. Sebastian Yatra),Andres Cepeda,2020,pop,59,andres_cepeda,magia_feat_sebastian_yatra
Sor Mi Mu,Gyakie,2020,pop,54,gyakie,sor_mi_mu
Algo Magico,Rauw Alejandro,2020,pop,68,rauw_alejandro,algo_magico
Amour toxic,Dadju,2020,pop,62,dadju,amour_toxic
Ik Wil Dansen,Froukje,2020,pop,51,froukje,ik_wil_dansen
If You No Love,Chike,2020,pop,55,chike,if_you_no_love
Scooby Doo,Pinguini Tattici Nucleari,2020,pop,57,pinguini_tattici_nucleari,scooby_doo
Hai noYou Ling ,Kenshi Yonezu,2020,pop,58,kenshi_yonezu,hai_noyou_ling_
Meridiany,NAZIMA,2020,pop,36,nazima,meridiany
EXCXSXS,Feid,2020,pop,63,feid,excxsxs
Lasa-Ma Sa Te Las,Doddy,2020,pop,41,doddy,lasama_sa_te_las
Kucuk Bir Yol,Hadise,2020,pop,56,hadise,kucuk_bir_yol
Toate Diamantele,Luis Gabriel,2020,pop,51,luis_gabriel,toate_diamantele
cold/mess,Prateek Kuhad,2020,pop,58,prateek_kuhad,coldmess
La meilleure,Hatik,2020,pop,59,hatik,la_meilleure
Pentru Tine,Alexia,2020,pop,42,alexia,pentru_tine
BRAVI A CADERE - I polmoni,Marracash,2020,pop,58,marracash,bravi_a_cadere_i_polmoni
Roju,Chike,2020,pop,54,chike,roju
Odio Que No Te Odio,Lasso,2020,pop,63,lasso,odio_que_no_te_odio
Tattoo,Fireboy DML,2020,pop,52,fireboy_dml,tattoo
Be Okay,Victoria Nadine,2020,pop,45,victoria_nadine,be_okay
HRTBRK #2,Kaza,2020,pop,63,kaza,hrtbrk_2
Dargin,Zeynep Bastik,2020,pop,57,zeynep_bastik,dargin
Koke,Irina Kairatovna,2020,pop,39,irina_kairatovna,koke
Train de vie (feat. PLK),Leto,2020,pop,52,leto,train_de_vie_feat_plk
San Wen Xiao Shuo ,King Gnu,2020,pop,57,king_gnu,san_wen_xiao_shuo_
Grace,Wizkid,2020,pop,52,wizkid,grace
Encore,Koba LaD,2020,pop,62,koba_lad,encore
Per sentirmi vivo,Fasma,2020,pop,55,fasma,per_sentirmi_vivo
Liberdade (Quando o Grave Bate Forte),Alok,2020,pop,57,alok,liberdade_quando_o_grave_bate_forte
Joli bebe,Naza,2020,pop,54,naza,joli_bebe
Encore,Koba LaD,2020,pop,62,koba_lad,encore
Grace,Wizkid,2020,pop,52,wizkid,grace
Per sentirmi vivo,Fasma,2020,pop,55,fasma,per_sentirmi_vivo
Liberdade (Quando o Grave Bate Forte),Alok,2020,pop,57,alok,liberdade_quando_o_grave_bate_forte
Joli bebe,Naza,2020,pop,54,naza,joli_bebe
Dominicana,Jah Khalib,2020,pop,37,jah_khalib,dominicana
Si Me Tomo Una Cerveza,Migrantes,2020,pop,63,migrantes,si_me_tomo_una_cerveza
No Stress,Wizkid,2020,pop,54,wizkid,no_stress
Ailleurs (feat. Maes),Timal,2020,pop,57,timal,ailleurs_feat_maes
Blue Jeans,GANGGA,2020,pop,70,gangga,blue_jeans
Fly,Aya Nakamura,2020,pop,52,aya_nakamura,fly
Khalat,Irina Kairatovna,2020,pop,36,irina_kairatovna,khalat
Hic Kimsenin Gunahi Yok,Sufle,2020,pop,61,sufle,hic_kimsenin_gunahi_yok
Chaand Baaliyan,Aditya A,2020,pop,70,aditya_a,chaand_baaliyan
Svela s uma,AlZaBi,2020,pop,39,alzabi,svela_s_uma
Jowo,Davido,2020,pop,55,davido,jowo
Boston George,Lacrim,2020,pop,56,lacrim,boston_george
"Em Khong Sai, Chung Ta Sai",ERIK,2020,pop,60,erik,em_khong_sai_chung_ta_sai
Bir Sebebi Var,Ikilem,2020,pop,57,ikilem,bir_sebebi_var
Mi Shi Huan Jing ,IN-K,2020,pop,58,ink,mi_shi_huan_jing_
22:22,Ghali,2020,pop,59,ghali,2222
Pour de vrai,Vianney,2020,pop,52,vianney,pour_de_vrai
Galaksi,Ece Mumay,2020,pop,54,ece_mumay,galaksi
Sousou,Jul,2020,pop,53,jul,sousou
Airplane Mode,Fireboy DML,2020,pop,54,fireboy_dml,airplane_mode
Co Chac Yeu La Day,Son Tung M-TP,2020,pop,58,son_tung_mtp,co_chac_yeu_la_day
philly flingo,Alpha Wann,2020,pop,57,alpha_wann,philly_flingo
Yoksun Basimda,Reynmen,2020,pop,56,reynmen,yoksun_basimda
Aam Jahe Munde,Parmish Verma,2020,pop,71,parmish_verma,aam_jahe_munde
"Dil Ko Karaar Aaya (From ""Sukoon"")",Rajat Nagpal,2020,pop,66,rajat_nagpal,dil_ko_karaar_aaya_from_sukoon
"Skuchaesh', ainalaiyn",Bonapart,2020,pop,33,bonapart,skuchaesh_ainalaiyn
Ce soir,Jul,2020,pop,55,jul,ce_soir
Barbar,Kaan Bosnak,2020,pop,59,kaan_bosnak,barbar
Thang Nam,SOOBIN,2020,pop,60,soobin,thang_nam
Mecs de cites,Sifax,2020,pop,51,sifax,mecs_de_cites
Waalian,Harnoor,2020,pop,68,harnoor,waalian
Sinh Ra Da La Thu Doi Lap Nhau (feat. Badbies),Emcee L (Da LAB),2020,pop,64,emcee_l_da_lab,sinh_ra_da_la_thu_doi_lap_nhau_feat_badbies
us,milet,2020,pop,59,milet,us
Misi Kardia,Melisses,2020,pop,49,melisses,misi_kardia
San ,King Gnu,2020,pop,56,king_gnu,san_
Street,Maes,2020,pop,53,maes,street
It's Been a While,Joya Marleen,2020,pop,44,joya_marleen,its_been_a_while
Allez,Calema,2020,pop,44,calema,allez
Bobo au coeur,Dadju,2020,pop,57,dadju,bobo_au_coeur
Antiaereo,Arde Bogota,2020,pop,60,arde_bogota,antiaereo
Je vous deteste tous,Lorenzo,2020,pop,52,lorenzo,je_vous_deteste_tous
"Mudhal Nee Mudivum Nee Title Track (From ""Mudhal Nee Mudivum Nee"")",Darbuka Siva,2020,pop,64,darbuka_siva,mudhal_nee_mudivum_nee_title_track_from_mudhal_nee_mudivum_nee
Toxic Boy,Tayc,2020,pop,61,tayc,toxic_boy
Caballero,Alejandro Fernandez,2020,pop,67,alejandro_fernandez,caballero
Tak Terbaca,Juicy Luicy,2020,pop,65,juicy_luicy,tak_terbaca
Sana'Y Di Nalang,Bandang Lapis,2020,pop,63,bandang_lapis,sanay_di_nalang
Ge upp igen,Miriam Bryant,2020,pop,58,miriam_bryant,ge_upp_igen
Pop Smoke,Einar,2020,pop,53,einar,pop_smoke
Volverte A Ver,Galvan Real,2020,pop,57,galvan_real,volverte_a_ver
RELXJXTE,Feid,2020,pop,60,feid,relxjxte
Slightly Tipsy (She is My Type X SANDEUL),Sandeul,2020,pop,52,sandeul,slightly_tipsy_she_is_my_type_x_sandeul
Duduke,Simi,2020,pop,51,simi,duduke
Qi Feng Liao ,Zhou Shen,2020,pop,58,zhou_shen,qi_feng_liao_
"A Mi Tambien ft. Alvaro Diaz, Feid",Tainy,2020,pop,63,tainy,a_mi_tambien_ft_alvaro_diaz_feid
Duong Toi Cho Em Ve,buitruonglinh,2020,pop,62,buitruonglinh,duong_toi_cho_em_ve
Madame,Zola,2020,pop,46,zola,madame
Kusura Bakma,Tugkan,2020,pop,62,tugkan,kusura_bakma
Ronaldo,Ziak,2020,pop,51,ziak,ronaldo
Old Skool,Prem Dhillon,2020,pop,66,prem_dhillon,old_skool
O Mundo Vai,Ivete Sangalo,2020,pop,58,ivete_sangalo,o_mundo_vai
Summer YoMuthi,Blaq Diamond,2020,pop,51,blaq_diamond,summer_yomuthi
Medziai Melagiai,VELVET,2020,pop,36,velvet,medziai_melagiai
Birakman Dogru Mu 2,Zeynep Bastik,2020,pop,55,zeynep_bastik,birakman_dogru_mu_2
Secrete,Carla's Dreams,2020,pop,44,carlas_dreams,secrete
Adicta al Dolor,Marbelle,2020,pop,58,marbelle,adicta_al_dolor
Uncharted - Recorded at Spotify Studios Stockholm,Kensington,2020,pop,48,kensington,uncharted_recorded_at_spotify_studios_stockholm
En sang av rosor,Darin,2020,pop,53,darin,en_sang_av_rosor
"Kadhaippoma (From ""Oh My Kadavule"")",Leon James,2020,pop,66,leon_james,kadhaippoma_from_oh_my_kadavule
Trahison,L2B,2020,pop,59,l2b,trahison
Kafamda Kentsel Donusumler,Ikiye On Kala,2020,pop,55,ikiye_on_kala,kafamda_kentsel_donusumler
Kabilang Buhay,Bandang Lapis,2020,pop,61,bandang_lapis,kabilang_buhay
Ek Tarfa,Darshan Raval,2020,pop,65,darshan_raval,ek_tarfa
se essa vida fosse um filme,GIULIA BE,2020,pop,59,giulia_be,se_essa_vida_fosse_um_filme
Fingrarna i halsen,Bolaget,2020,pop,57,bolaget,fingrarna_i_halsen
haruka,YOASOBI,2020,pop,61,yoasobi,haruka
Bottiglie Prive,Sfera Ebbasta,2020,pop,54,sfera_ebbasta,bottiglie_prive
Maool,Fadel Chaker,2020,pop,59,fadel_chaker,maool
