Title,Artist,Year,Genre,Popularity,track_id
Dancing In The Moonlight,King Harvest,2020,rock,35,510
Perdón,David Bisbal,2020,rock,46,511
"Беги, моя жизнь",Splean,2020,rock,26,512
Oh really.,N.Flying,2020,rock,42,513
Amadeo (Still My God),Ryan Stevenson,2020,rock,56,514
Поколения,25/17,2020,rock,24,515
Пил,Лівінстон,2020,rock,25,516
Нужно что-то менять,Blondinka KsU,2020,rock,24,517
アイロニ,majiko,2020,rock,43,518
Thinking 'Bout You (feat. Lauren Alaina),Dustin Lynch,2020,rock,61,519
Losers,Balthazar,2020,rock,35,520
Feel Invincible,RADIO TAPOK,2020,rock,27,521
Все що тебе не вбиває,Pianoboy,2020,rock,24,522
She's Mine,Kip Moore,2020,rock,55,523
Запишу своё сердце на секцию плаванья,Gradusy,2020,rock,26,524
Psycho Killer,Talking Heads,2020,rock,50,525
"Звук - говно, пиво дорогое!",Голос Омерики,2020,rock,26,526
化身,POLKADOT STINGRAY,2020,rock,43,527
холода,конец солнечных дней,2020,rock,27,528
Запорізький марш,Тінь Сонця,2020,rock,25,529
Werewolf UA,Sasha Boole,2020,rock,24,530
До серця,Fiolet,2020,rock,24,531
Серед Тіней,ВІЙ,2020,rock,27,532
Banks,NEEDTOBREATHE,2020,rock,57,533
La Declaración,El Zar,2020,rock,61,534
калифорния,shit shit shit!,2020,rock,27,535
Troja,In Extremo,2020,rock,41,536
'Til I Found You,Jeremy Loops,2020,rock,35,537
Критическое мышление,План Ломоносова,2020,rock,25,538
O Bi Karamel,Ozbi,2020,rock,59,539
Cold Beer Calling My Name,Jameson Rodgers,2020,rock,58,540
Увольте,Дай Дарогу!,2020,rock,15,541
No Place Left to Leave,Brent Cobb,2020,rock,50,542
Молчание ягнят,Louna,2020,rock,24,543
Drift,Slow Crush,2020,rock,40,544
Barbar,Kaan Boşnak,2020,rock,58,545
Keep Me In The Moment - Radio Version,Jeremy Camp,2020,rock,53,546
Hatamı Dansa Kaldırdım,Kendimden Hallice,2020,rock,61,547
You Keep Hope Alive,Mandisa,2020,rock,52,548
Kusura Bakma,Tuğkan,2020,rock,61,549
Antiaéreo,Arde Bogotá,2020,rock,60,550
Свет былой любви,Aria,2020,rock,23,551
Battle Belongs,Phil Wickham,2020,rock,52,552
Way Maker,Mandisa,2020,rock,52,553
Призраки завтра (Из “Вампиры средней полосы”),Mumiy Troll,2020,rock,26,554
Талісман,Курган & Agregat,2020,rock,23,555
осень,конец солнечных дней,2020,rock,28,556
心予報,Eve,2020,rock,47,557
Конфіскат,Лінія Маннергейма,2020,rock,27,558
Infinity,Ocean Alley,2020,rock,50,559
Till There's Nothing Left,Cam,2020,rock,52,560
Love You Like I Used To,Russell Dickerson,2020,rock,60,561
Депрессия,[Би-2],2020,rock,26,562
Фонарный столб,Кассиопея,2020,rock,24,563
Kafamda Kentsel Dönüşümler,İkiye On Kala,2020,rock,55,564
Uncharted - Recorded at Spotify Studios Stockholm,Kensington,2020,rock,48,565
Midnight Train,SE SO NEON,2020,rock,39,566
The God Who Stays,Matthew West,2020,rock,55,567
Amores Lejanos,Los Enanitos Verdes,2020,rock,56,568
It Ain't Easy,DeWolff,2020,rock,40,569
Metfest,Feuerschwanz,2020,rock,41,570
Из этих стен,Louna,2020,rock,23,571
Sun Queen,Gerry Cinnamon,2020,rock,56,572
Dong,SE SO NEON,2020,rock,41,573
Faithful God,I AM THEY,2020,rock,53,574
Un errore di distrazione - Tratto dal film “L’ospite”,Brunori Sas,2020,rock,49,575
Рок-музыкант,Zhadan i Sobaky,2020,rock,23,576
Skin,Spacey Jane,2020,rock,56,577
Когда все вокруг не так,shit shit shit!,2020,rock,26,578
Кардіомузяка,Курган & Agregat,2020,rock,23,579
All Night,Brothers Osborne,2020,rock,52,580
Kaçar Gider,Dolu Kadehi Ters Tut,2020,rock,60,581
Cesse cesse,Clou,2020,rock,42,582
Geceyi Anlatmış,Ozbi,2020,rock,57,583
Ghost,Gerry Cinnamon,2020,rock,52,584
Я відчуваю тебе,Kozak System,2020,rock,24,585
80,Son Feci Bisiklet,2020,rock,55,586
Цікаве життя,Ницо Потворно,2020,rock,26,587
Солнышко,KDRR,2020,rock,24,588
The Keeper,Blossoms,2020,rock,47,589
Ridin’ Roads,Dustin Lynch,2020,rock,62,590
Шрамы,Yorsh,2020,rock,23,591
Zestárli jsme lásko,Jaromir Nohavica,2020,rock,31,592
Чехословакия,Голос Омерики,2020,rock,23,593
Jeopardy,Fran Palermo,2020,rock,26,594
Preloved,Peach Fur,2020,rock,46,595
Родіна,Пирятин,2020,rock,23,596
Bubble,Etana,2020,rock,40,597
Thank You Lord (feat. Thomas Rhett & Florida Georgia Line),Chris Tomlin,2020,rock,55,598
Nos célébrations,Indochine,2020,rock,53,599
Bubble,Etana,2020,rock,40,600
Не сейчас!,Lumen,2020,rock,21,601
Breaking Up Was Easy In The 90's,Sam Hunt,2020,rock,59,602
эксперимент,Nochnye Snaipery,2020,rock,24,603
Свидетели стабильности,Dругой Ветер,2020,rock,23,604
Al di là dell’amore,Brunori Sas,2020,rock,47,605
Не герой,7B,2020,rock,23,606
Hard To Forget,Sam Hunt,2020,rock,60,607
スターマーカー,KANA-BOON,2020,rock,45,608
Alive & Breathing (feat. Elle Limebear),Matt Maher,2020,rock,50,609
Міста,Лінія Маннергейма,2020,rock,24,610
Душа бойца,7B,2020,rock,23,611
Вогняне Коло,ВІЙ,2020,rock,25,612
Колискова,Khrystyna Soloviy,2020,rock,24,613
Staré dobré časy,Jaromir Nohavica,2020,rock,29,614
Lemonade,Planet Funk,2020,rock,36,615
Ung,SE SO NEON,2020,rock,39,616
Очі Відьми,ВІЙ,2020,rock,25,617
Good for You,Spacey Jane,2020,rock,55,618
On Our Own,Lime Cordiale,2020,rock,48,619
Memory I Don't Mess With,Lee Brice,2020,rock,56,620
Tak se nezlob,Marek Ztracený,2020,rock,46,621
Лист Додому,ВІЙ,2020,rock,23,622
Tudo Vai Dar Certo,Natiruts,2020,rock,64,623
Have You Ever Seen The Rain,Miss Montreal,2020,rock,44,624
Timidez (feat. Natalia Lafourcade),Gepe,2020,rock,46,625
All My Problems,Surf Trash,2020,rock,44,626
Soldier On,DI-RECT,2020,rock,50,627
"Voda, Čo Ma Drží Nad Vodou",Elán,2020,rock,48,628
ليلى - كايروكي من الاستوديو,Cairokee,2020,rock,54,629
Mariposas,Los Enanitos Verdes,2020,rock,37,630
Pankăreală,Subcarpaţi,2020,rock,36,631
Whiskey And Rain,Michael Ray,2020,rock,58,632
Il mondo si divide,Brunori Sas,2020,rock,49,633
BL,QUEEN BEE,2020,rock,41,634
Белая кровь инквизиции,СтимфониЯ,2020,rock,23,635
AMEN,Micah Tyler,2020,rock,40,636
Dirt Cheap,Lime Cordiale,2020,rock,48,637
Titebi,Quemmekh,2020,rock,27,638
Винний,Марний,2020,rock,21,639
Černý květ,Jaromir Nohavica,2020,rock,29,640
Are You That Somebody,Unified Highway,2020,rock,52,641
Kinfolks,Sam Hunt,2020,rock,60,642
Last Night a DJ Saved my Life,KO KO MO,2020,rock,38,643
Next to Me,Jordan Feliz,2020,rock,50,644
Zničená zem,Kateřina Marie Tichá,2020,rock,50,645
One Margarita,Luke Bryan,2020,rock,59,646
Kométa,Desmod,2020,rock,39,647
Keep,Rum Jungle,2020,rock,49,648
YOUR NAME IS POWER,Rend Collective,2020,rock,49,649
All Your Ships Have Sailed,Troy Kingi,2020,rock,46,650
Taksilla Vaalaan,Maustetytöt,2020,rock,29,651
Unutmam Lazım,Sedef Sebüktekin,2020,rock,49,652
ハイエナ,MY FIRST STORY,2020,rock,45,653
Простой винегрет,План Ломоносова,2020,rock,23,654
Seni Çok Özlüyorum,Tuğkan,2020,rock,58,655
One Day,SPYAIR,2020,rock,46,656
Sami,Kateřina Marie Tichá,2020,rock,40,657
Ostani,Goran Karan,2020,rock,29,658
Kalbinde Birileri Var,Perdenin Ardındakiler,2020,rock,48,659
Wake Up Sleeper,Austin French,2020,rock,40,660
Partido a Partido,Leiva,2020,rock,52,661
ヒカリ証明論,CHiCO with HoneyWorks,2020,rock,40,662
Бро,Лампасы,2020,rock,22,663
Virtud y Castigo,Arde Bogotá,2020,rock,57,664
Down To One,Luke Bryan,2020,rock,56,665
Was kümmert uns die Zeit (Die Zeit),Robert Redweik,2020,rock,45,666
Truth Be Told,Matthew West,2020,rock,55,667
無告,MY FIRST STORY,2020,rock,41,668
Godzilla,Skyline,2020,rock,27,669
Kids in America,Shaka Ponk,2020,rock,43,670
Eksik,Batu Akdeniz,2020,rock,56,671
Руки к небу,KnyaZz,2020,rock,21,672
I CHOOSE TO WORSHIP,Rend Collective,2020,rock,47,673
Penny,The Terrys,2020,rock,47,674
Who You Are To Me (feat. Lady A),Chris Tomlin,2020,rock,53,675
6patlar,Son Feci Bisiklet,2020,rock,52,676
Good Girl,Dustin Lynch,2020,rock,58,677
Run To The Father,Matt Maher,2020,rock,50,678
Devil Is a Liar,Colton Dixon,2020,rock,49,679
Emil P.,Jaromir Nohavica,2020,rock,27,680
ヒロイン育成計画,HoneyWorks,2020,rock,48,681
The Way You Take Time,Joe Buck,2020,rock,45,682
All I Wanna Do is Make Love to You,Danny Vera,2020,rock,44,683
Penger i Madrassen,Blomst,2020,rock,31,684
Agua,Valeria Castro,2020,rock,45,685
"Hej, sanjalice",Elemental,2020,rock,34,686
Le train du soir (feat. Pomme),Raphaël,2020,rock,39,687
What AfD thinks we do...,AKNE KID JOE,2020,rock,46,688
Én még sohasem,Carson Coma,2020,rock,44,689
Beteri Yok Uslanmaktan,Nova Norda,2020,rock,49,690
Leave Her Wild,Tyler Rich,2020,rock,53,691
Skylah,Daily J,2020,rock,43,692
STARLIGHT,N.Flying,2020,rock,38,693
Hoy,Gloria Estefan,2020,rock,46,694
Désolé pour hier soir XXV - Remix 2020,Tryo,2020,rock,46,695
Capita così,Brunori Sas,2020,rock,48,696
Until Grace,Tauren Wells,2020,rock,53,697
Bésame Morenita,Caloncho,2020,rock,54,698
Faithful God,I AM THEY,2020,rock,46,699
Capita così,Brunori Sas,2020,rock,48,700
Until Grace,Tauren Wells,2020,rock,53,701
Bésame Morenita,Caloncho,2020,rock,54,702
Dancing in the rain,Lacuna,2020,rock,32,703
Remember Me,Tarrus Riley,2020,rock,35,704
Valaki jár a fák hegyén,Platon Karataev,2020,rock,34,705
Underbara saker kommer hända oss,Terra ,2020,rock,44,706
Seanchaí,The Scratch,2020,rock,36,707
虹,SUDA MASAKI,2020,rock,57,708
Torna,Son Feci Bisiklet,2020,rock,52,709
Serre-moi XXV,Tryo,2020,rock,40,710
Darja,Bajaga & Instruktori,2020,rock,34,711
Siempre Tú,Enjambre,2020,rock,58,712
Ven y Lléname,Generación 12,2020,rock,57,713
Be A Light,Thomas Rhett,2020,rock,52,714
Respiro (Cap. 8),Siddhartha,2020,rock,62,715
Party Mix I,Pur,2020,rock,52,716
人生の針,Gesu No Kiwami Otome,2020,rock,42,717
Durante una Mirada,La Oreja de Van Gogh,2020,rock,55,718
Mortal Man,Jeremy Loops,2020,rock,37,719
First Love - Live,Kari Jobe,2020,rock,46,720
En Tus Planes,David Bisbal,2020,rock,42,721
El Revelde,La Renga,2020,rock,40,722
Dünya'm,Ozbi,2020,rock,53,723
Sadie,The Rions,2020,rock,49,724
Pero a tu lado 2020,Los Secretos,2020,rock,51,725
Güneş,Can Bonomo,2020,rock,53,726
FLOWER FANTASY,N.Flying,2020,rock,35,727
Spolu Se Cítíme Živí,Dymytry,2020,rock,45,728
バッドパラドックス,BLUE ENCOUNT,2020,rock,46,729
Sweet memories,JANNABI,2020,rock,44,730
Keder,Yaşlı Amca,2020,rock,51,731
Trouble,Chef'Special,2020,rock,44,732
Lady Domina,Haloo Helsinki!,2020,rock,37,733
Hyacynth,Дeva,2020,rock,23,734
Tú Dices,Lauren Daigle,2020,rock,47,735
Me Hace Falta (Cap. 2),Siddhartha,2020,rock,64,736
Vandens Ženklai - Late Pal Remix,Hiperbolė,2020,rock,31,737
Atoms,Platon Karataev,2020,rock,28,738
"ICH, AM STRAND",Die Ärzte,2020,rock,43,739
Stained Glass,Ocean Alley,2020,rock,43,740
Save The Roses,Lee Brice,2020,rock,54,741
Själens skrubbsår,Mando Diao,2020,rock,39,742
Kolemjdoucí,Kateřina Marie Tichá,2020,rock,40,743
Way Down,Ocean Alley,2020,rock,42,744
As the Deer,Shane & Shane,2020,rock,50,745
Believer,Rhett Walker,2020,rock,51,746
Door De Wind,Miss Montreal,2020,rock,56,747
Head Cold,Spacey Jane,2020,rock,53,748
I Missed Out,Hockey Dad,2020,rock,46,749
Head Cold,Spacey Jane,2020,rock,53,750
I Missed Out,Hockey Dad,2020,rock,46,751
Faith (Fe) [feat. Evan Craft],Jordan Feliz,2020,rock,46,752
Love You Like I Used To,Russell Dickerson,2020,rock,52,753
Dark Days,Gerry Cinnamon,2020,rock,49,754
Soul,Lee Brice,2020,rock,47,755
Sereia Remix,Rita Vian,2020,rock,29,756
La chispa adecuada,Heroes Del Silencio,2020,rock,50,757
Luz De Dia - En Vivo,Los Enanitos Verdes,2020,rock,47,758
Raghm El Masafa,Massar Egbari,2020,rock,48,759
Rakı İçmeyi Bilmesen Tanışabilir Miydik,Kendimden Hallice,2020,rock,60,760
Nur die Musik,JORIS,2020,rock,44,761
The Vengeful One,Disturbed,2020,rock,23,762
Cabecita Loca,Mr. Kilombo,2020,rock,45,763
"Los Abrazos Prohibidos (feat. Alice Wonder, Andrés Suárez, Carlotta Cosials, Christina Rosenvinge, Dani Martin, Depedro, Eva Amaral, Ismael Serrano, Iván Ferreiro, Kase.O, Leiva, Luz Casal, Maika Makovski, Marwán, Nacho Vegas, Nina de Juan, Rozalén, Joaquín Sabina, Santi Balmes & Xoel López)",Vetusta Morla,2020,rock,48,764
Seni Buldum Ya,Kaan Boşnak,2020,rock,54,765
Dünyadan Uzak,Pinhani,2020,rock,49,766
在时间的答案里,和平饭店,2020,rock,46,767
Tant de Bo,Suu,2020,rock,46,768
Aslında Alkol Hala Damarımda,Palmiyeler,2020,rock,50,769
Ah Aman Aman,Kirli,2020,rock,54,770
Baronesse,Hjaltalín,2020,rock,23,771
Hey Old Lover,Kip Moore,2020,rock,45,772
كل حاجة بتعدي - كايروكي من الاستوديو,Cairokee,2020,rock,49,773
Hned teď (pojď být světlometem),Kryštof,2020,rock,32,774
Taip Jau Gavosi,Sisters On Wire,2020,rock,26,775
Kiertoradat,Arppa,2020,rock,34,776
Yui,Saucy Dog,2020,rock,41,777
Yine Karşılaşırsak,Can Bonomo,2020,rock,51,778
Parc fermé,Benjamin Biolay,2020,rock,41,779
The Difference,Tyler Rich,2020,rock,51,780
Te Van a Hacer Cambiar,Arde Bogotá,2020,rock,52,781
By The Way,Jeremy Loops,2020,rock,33,782
Sakince Yoruldum,Kendimden Hallice,2020,rock,54,783
Jūros Banga,EGOMAŠINA,2020,rock,25,784
Hot Soul,NO CIGAR,2020,rock,38,785
Suplentes,Arawato,2020,rock,48,786
BOOM,X Ambassadors,2020,rock,30,787
Ja Ja Nee Nee,Goldband,2020,rock,47,788
Lonely Diamond,Ocean Alley,2020,rock,41,789
恋なんて,Hitsujibungaku,2020,rock,47,790
Truman show,Carson Coma,2020,rock,42,791
En Plena Calle,Mr. Kilombo,2020,rock,43,792
Affetmem,Sena Şener,2020,rock,50,793
The Bonny,Gerry Cinnamon,2020,rock,47,794
東京ウインターセッション,HoneyWorks,2020,rock,41,795
Eres un Temazo,Suu,2020,rock,42,796
Soğuk Şarap,Kendimden Hallice,2020,rock,51,797
Safe and Sound,The Sounds,2020,rock,36,798
Hier mit dir - Akustik Version,Johannes Oerding,2020,rock,43,799
あいまいでいいよ,Hitsujibungaku,2020,rock,45,800
Safe and Sound,The Sounds,2020,rock,36,801
Un Planeta Llamado Nosotros,Maldita Nerea,2020,rock,48,802
Kuchen und Bier,Böhse Onkelz,2020,rock,50,803
Save Tonight,Eagle-Eye Cherry,2020,rock,24,804
Uyursam Geçer Mi?,Eskitilmiş Yaz,2020,rock,54,805
I'm Picky - 2020,Shaka Ponk,2020,rock,39,806
Saman Sarısı,Emir Can İğrek,2020,rock,52,807
ブルーベリー・ナイツ,Macaroni Empitsu,2020,rock,64,808
恋人ごっこ,Macaroni Empitsu,2020,rock,65,809
Easy,Absynthe Minded,2020,rock,28,810
¿Lo Ves?,La Oreja de Van Gogh,2020,rock,47,811
Kafam Karışık,Yaşlı Amca,2020,rock,49,812
Sabéis Quiénes Sois,El Kanka,2020,rock,44,813
Na M' Agapas,Pavlos Sidiropoulos,2020,rock,42,814
"Nein, meine Söhne geb' ich nicht",Reinhard Mey,2020,rock,45,815
Timidez (feat. Natalia Lafourcade),Gepe,2020,rock,44,816
I'll Stay,Kyd the Band,2020,rock,39,817
Fall In Love,Anna Känzig,2020,rock,24,818
Los Huesos,Dani Martín,2020,rock,38,819
Fırtına,Ekin Beril,2020,rock,41,820
Sirenas,La Oreja de Van Gogh,2020,rock,48,821
Hissettin mi,Sufle,2020,rock,46,822
Quiero Casarme Contigo,Arde Bogotá,2020,rock,49,823
All My Hope,Crowder,2020,rock,51,824
Mi Caramelo - Live In Buenos Aires / 2001,Bersuit Vergarabat,2020,rock,41,825
Don't Say No (Feat. Jay Park),SURL,2020,rock,34,826
Kaybediyorum Yeniden,Yaşlı Amca,2020,rock,50,827
Divergencia,Enjambre,2020,rock,56,828
Ben Yola Gelmem,Kahraman Deniz,2020,rock,50,829
Když tě život kope do zadku,Marek Ztracený,2020,rock,41,830
Manidar,Son Feci Bisiklet,2020,rock,43,831
夢花火,Novelbright,2020,rock,60,832
I Want to Dance Again,The Subs,2020,rock,31,833
Brandy in the Airidh,Peat and Diesel,2020,rock,41,834
The Boys of Summer,Bell X1,2020,rock,34,835
Comme une voiture volée,Benjamin Biolay,2020,rock,37,836
The Devil in I,Slipknot,2020,rock,34,837
Király Úr,Csaknekedkislány,2020,rock,40,838
Best of Me,Romain Virgo,2020,rock,35,839
Abrázame,La Oreja de Van Gogh,2020,rock,48,840
Ein Hoch auf die Toten,Böhse Onkelz,2020,rock,49,841
Weightless,Spacey Jane,2020,rock,49,842
Hobbihajótörött,Carson Coma,2020,rock,39,843
Paddy,Ra Ra Viper,2020,rock,40,844
Nejistá přítomnost,ŠKWOR,2020,rock,45,845
Vanana Megamix,ELYELLA,2020,rock,46,846
La Ciudad (Cap. 6),Siddhartha,2020,rock,50,847
Litmus Heart,Platon Karataev,2020,rock,23,848
Como Que No,Gustavo Pena - El Príncipe,2020,rock,37,849
Weightless,Spacey Jane,2020,rock,49,850
Hobbihajótörött,Carson Coma,2020,rock,39,851
Paddy,Ra Ra Viper,2020,rock,40,852
Vanana Megamix,ELYELLA,2020,rock,46,853
La Ciudad (Cap. 6),Siddhartha,2020,rock,50,854
Como Que No,Gustavo Pena - El Príncipe,2020,rock,37,855
In The Blood,Dizzy Mizz Lizzy,2020,rock,29,856
"ay, amor",Valeria Castro,2020,rock,39,857
Contratimp,Ana Coman,2020,rock,33,858
Kal Ki Adeta,Yaşlı Amca,2020,rock,46,859
Blue spring,JANNABI,2020,rock,33,860
Le premier bonheur du jour,Thomas Dutronc,2020,rock,35,861
Litmus Heart,Platon Karataev,2020,rock,23,862
Na mindegy,Carson Coma,2020,rock,35,863
Zıtlıklarına Hastayım,Yaşlı Amca,2020,rock,49,864
Wie aus der Sage,Böhse Onkelz,2020,rock,48,865
Mundo imperfecto,Sidecars,2020,rock,49,866
Izgubljena,BURŽUAZIJA,2020,rock,20,867
Abres Camino,Generación 12,2020,rock,49,868
Ex Nihilo,Platon Karataev,2020,rock,23,869
Red White Blue Jean American Dream,Kip Moore,2020,rock,43,870
チューリングラブ,NANAOAKARI,2020,rock,43,871
Ne Boj Se,Marko Perković Thompson,2020,rock,35,872
Mi accidente preferido (con Juancho Sidecars y Sidecars),Despistaos,2020,rock,50,873
永遠の不在証明,Tokyo Incidents,2020,rock,49,874
Bir Tek Sensin İçimde (Ev Kayıtlarım),Manuş Baba,2020,rock,44,875
Por Ti (La Poderotza),Temple Sour,2020,rock,49,876
Procuro Olvidarte / Pásalo Bien,Macha Y El Bloque Depresivo,2020,rock,51,877
Honey,Old Mervs,2020,rock,42,878
Vlci,Kateřina Marie Tichá,2020,rock,40,879
Divoká - Radio Edit,Kateřina Marie Tichá,2020,rock,40,880
Heroj Ulice - Live At Arena Zagreb 2019,Prljavo Kazaliste,2020,rock,21,881
Dön Desem Döner Misin,Barış Manço,2020,rock,48,882
Suomen muotoisen pilven alla,Arttu Wiskari,2020,rock,44,883
砂漠のきみへ,Hitsujibungaku,2020,rock,41,884
Hoću da mi dijete sluša narodnjake,Brkovi,2020,rock,32,885
Prachy,Lautr,2020,rock,33,886
Changes,Ilse DeLange,2020,rock,36,887
Kala Cinta Menggoda,Noah,2020,rock,54,888
Close,School Is Cool,2020,rock,31,889
Vítr do plachet - Film Gump,Marek Ztracený,2020,rock,32,890
The Worship Medley: Reckless Love / O Come To The Altar / Great Are You Lord (feat. Davies),Tauren Wells,2020,rock,44,891
Head Still Hurts,The Rions,2020,rock,42,892
غمض عينك - كايروكي من الاستوديو,Cairokee,2020,rock,42,893
El Favor,Las Pastillas del Abuelo,2020,rock,61,894
Momma’s House,Dustin Lynch,2020,rock,53,895
Emmène-moi (feat. L.E.J),Boulevard des Airs,2020,rock,36,896
La Vuelta,La Maravillosa Orquesta del Alcohol,2020,rock,41,897
El Tiempo No Para - Live In Buenos Aires / 2001,Bersuit Vergarabat,2020,rock,39,898
Aye,Sunset Sweatshop,2020,rock,34,899
Soldier On,DI-RECT,2020,rock,51,900
Hellwach,Julian le Play,2020,rock,36,901
"Néha kevés, néha több",Ivan & The Parazol,2020,rock,35,902
In the Ghetto,Danny Vera,2020,rock,34,903
Wild World,Kip Moore,2020,rock,42,904
Her and the Sun,Rum Jungle,2020,rock,42,905
モノローグ,Kiro Akiyama,2020,rock,40,906
Một Giấc Mơ (feat. Kimmese),Vũ.,2020,rock,41,907
Rogor Moviktset - Original Motion Picture Soundtrack,Erekle Deisadze,2020,rock,29,908
Morena,Dread Mar I,2020,rock,47,909
Halfway Out,The Rions,2020,rock,41,910
Lp,BURŽUAZIJA,2020,rock,21,911
Féltél szeretni,Csaknekedkislány,2020,rock,37,912
Mėlyna Mėlyna,Sisters On Wire,2020,rock,29,913
インフェルノ - Remastered 2020,Mrs. GREEN APPLE,2020,rock,55,914
Home Sweet,Russell Dickerson,2020,rock,51,915
Voi And Destroy,Aktiv Dödshjelp,2020,rock,28,916
Nos célébrations - Edit,Indochine,2020,rock,37,917
La Leyenda Del Hada Y El Mago,Rata Blanca,2020,rock,48,918
Teri Tasveer,Bayaan,2020,rock,53,919
"Hey, Ma - triple j Like A Version",The Vanns,2020,rock,41,920
A la Vez,Conociendo Rusia,2020,rock,56,921
Wanted,Hunter Hayes,2020,rock,42,922
Yeşil,Son Feci Bisiklet,2020,rock,38,923
La Buena Sombra,IZAL,2020,rock,39,924
Karmadame,Zoé,2020,rock,59,925
Helsinki,Laura Närhi,2020,rock,28,926
Good Grief,Spacey Jane,2020,rock,48,927
Island,Peat and Diesel,2020,rock,40,928
Shake That Skinny Ass,Troy Kingi,2020,rock,39,929
Viagem,Tiago Bettencourt,2020,rock,32,930
Je te promets,Gaëtan Roussel,2020,rock,38,931
Superstar,El Zar,2020,rock,56,932
Una Vez Más,Ximena Sariñana,2020,rock,48,933
Kalhotky si sundej,Mig 21,2020,rock,30,934
Big Log - 2006 Remaster,Robert Plant,2020,rock,34,935
Het Is Al Laat Toch,Racoon,2020,rock,51,936
Môj Svet,Desmod,2020,rock,35,937
حد تايه,Massar Egbari,2020,rock,42,938
Fick die Welt,KAFVKA,2020,rock,42,939
Valo pimeän,Pyhimys,2020,rock,53,940
Grew up on That,High Valley,2020,rock,46,941
Bước Qua Mùa Cô Đơn,Vũ.,2020,rock,47,942
La canzone che hai scritto tu,Brunori Sas,2020,rock,41,943
Donde Me Lleven Mis Alas,Paula Mattheus,2020,rock,45,944
Mit sem érdekel,Carson Coma,2020,rock,37,945
Algún día (Cap. 1),Siddhartha,2020,rock,61,946
Mikrofon,Doğan Duru,2020,rock,41,947
Daggers,High Hi,2020,rock,34,948
Purga,Rita Vian,2020,rock,30,949
I Remember,Compact Disk Dummies,2020,rock,34,950
Lost in The Thick of It,The Coronas,2020,rock,35,951
Tajemství,Tata Bojs,2020,rock,30,952
Can Evimden,Siyasiyabend,2020,rock,41,953
Single Saturday Night,Cole Swindell,2020,rock,54,954
Wartburg Limuzina,Atheist Rap,2020,rock,25,955
Až tady jednou nebudu,Harlej,2020,rock,41,956
Túnel de la Vida,El Plan De La Mariposa,2020,rock,61,957
Anla Hain,Yaşlı Amca,2020,rock,42,958
En Privado,Babasonicos,2020,rock,40,959
Kehilangan,Setia Band,2020,rock,50,960
Buscándote (Cap. 7),Siddhartha,2020,rock,60,961
Valium,NO CIGAR,2020,rock,36,962
Real Feelings,RONDÉ,2020,rock,34,963
White Lines,Support Lesbiens,2020,rock,27,964
Step,JANNABI,2020,rock,36,965
نقطة بيضا - كايروكي من الاستوديو,Cairokee,2020,rock,40,966
Mil Batalles,Buhos,2020,rock,46,967
Dej povej,BURŽUAZIJA,2020,rock,19,968
Egyszerűen semmi sem egyszerű,Carson Coma,2020,rock,37,969
Pa Olvidarte,ChocQuibTown,2020,rock,37,970
هاتلنا بالباقي لبان - كايروكي من الاستوديو,Cairokee,2020,rock,36,971
Te iubesc,Fara Zahar,2020,rock,33,972
Maybe This Is Love,Chef'Special,2020,rock,37,973
Alma Llanera,Simón Díaz,2020,rock,40,974
Nilüfer,Yaşlı Amca,2020,rock,44,975
Ruh,rehber,2020,rock,39,976
POP (Himlen over København),Annika Aakjær,2020,rock,45,977
Anlamadın mı - Live,Ozbi,2020,rock,43,978
Piros az alma,Magna Cum Laude,2020,rock,39,979
My Name Is Stain,Shaka Ponk,2020,rock,34,980
Dayanamam,Manuş Baba,2020,rock,38,981
Jazz Fest,Señor Loop,2020,rock,41,982
حلمي أنا - كايروكي من الاستوديو,Cairokee,2020,rock,32,983
Olen matkalla kaatamaan patsaita,Lyyti,2020,rock,30,984
Baat Unkahi,Kaavish,2020,rock,52,985
エメラルド,back number,2020,rock,51,986
我逢人 - Remastered 2020,Mrs. GREEN APPLE,2020,rock,56,987
Toinen ihminen,Mokoma,2020,rock,36,988
Te Alejas Más De Mí,Esteman,2020,rock,51,989
Teşekkür,Batuhan Kordel,2020,rock,50,990
Fish in the Sea,Common Kings,2020,rock,40,991
Alguien Diferente,Paula Mattheus,2020,rock,45,992
Pull Your Jocks Up,The Scratch,2020,rock,34,993
Últimos Días,Rawayana,2020,rock,44,994
Mera Musafir,Bayaan,2020,rock,49,995
Anche senza di noi,Brunori Sas,2020,rock,40,996
White Roses,Joe Buck,2020,rock,47,997
Mergem Mai Departe,Suie Paparude,2020,rock,29,998
Hayatım Leş,Mavi Gri,2020,rock,48,999
Blinding Lights,The Weeknd,2020,pop,88,1000
Heat Waves,Glass Animals,2020,pop,85,1001
GIRL LIKE ME,Black Eyed Peas,2020,pop,73,1002
Save Your Tears,The Weeknd,2020,pop,85,1003
Melodia,sanah,2020,pop,56,1004
Szampan,sanah,2020,pop,55,1005
Ocean Drive,Duke Dumont,2020,pop,74,1006
Teeth,5 Seconds of Summer,2020,pop,81,1007
Without Me,Halsey,2020,pop,82,1008
Shut up My Moms Calling,Hotel Ugly,2020,pop,85,1009
forwards beckon rebound,Adrianne Lenker,2020,pop,79,1010
The Cut That Always Bleeds,Conan Gray,2020,pop,85,1011
Heather,Conan Gray,2020,pop,85,1012
No Time To Die,Billie Eilish,2020,pop,76,1013
Kings & Queens,Ava Max,2020,pop,79,1014
