Title,Artist,Year,Genre,Popularity,track_id
Elegí (feat. Dímelo Flow),Rauw Alejandro,2020,pop,68,1547
Mais je t'aime,Grand Corps Malade,2020,pop,54,1548
Bottle and Mary Jane,Jelly Roll,2020,pop,67,1549
Excuses,AP Dhillon,2020,pop,74,1550
Te Amo,Calema,2020,pop,53,1551
Freccia Bianca,Lucio Corsi,2020,pop,57,1552
Elegí (feat. Dímelo Flow),Rauw Alejandro,2020,pop,68,1553
Mais je t'aime,Grand Corps Malade,2020,pop,54,1554
Bottle and Mary Jane,Jelly Roll,2020,pop,67,1555
Leila,Reynmen,2020,pop,57,1556
All Love,Lil Durk,2020,pop,58,1557
BORRAXXA,Feid,2020,pop,64,1558
Me Ne Frego,Achille Lauro,2020,pop,57,1559
Piel Canela,Cuco,2020,pop,67,1560
Marbella,Dopebwoy,2020,pop,57,1561
C'est la Vie,Achille Lauro,2020,pop,58,1562
Uslanmıyor Bu,Zeynep Bastık,2020,pop,57,1563
Distant,Maes,2020,pop,62,1564
Donne-moi l’accord,Dadju,2020,pop,59,1565
Zipette,Ninho,2020,pop,55,1566
G.O.A.T.,Diljit Dosanjh,2020,pop,71,1567
Higher Ground,SKAAR,2020,pop,47,1568
Молодёжь,Irina Kairatovna,2020,pop,36,1569
you!,LANY,2020,pop,64,1570
Raspoutine,Ziak,2020,pop,59,1571
"Scara 2, Etajul 7",Carla's Dreams,2020,pop,49,1572
Mai E Poi Mai,Olly,2020,pop,58,1573
Ich hab' geträumt von dir - 2020 Remaster,Matthias Reim,2020,pop,57,1574
On t'emmène,Trois Cafés Gourmands,2020,pop,57,1575
My Salsa,Franglish,2020,pop,58,1576
Mi Cuarto,Jerry Di,2020,pop,68,1577
Tu Carcel - En Vivo,Los Enanitos Verdes,2020,pop,61,1578
Athina Mou,Konstantinos Argiros,2020,pop,49,1579
Enchule,Rauw Alejandro,2020,pop,65,1580
Pensándote,Rauw Alejandro,2020,pop,70,1581
Dämonen,CÉLINE,2020,pop,56,1582
Ice T,Tems,2020,pop,56,1583
O Nosso Amor,Soraia Ramos,2020,pop,52,1584
Deja vu,Scarlet Pleasure,2020,pop,45,1585
馬と鹿,Kenshi Yonezu,2020,pop,61,1586
Neyin Nesi,Dolu Kadehi Ters Tut,2020,pop,62,1587
Juramento eterno de sal,Álvaro De Luna,2020,pop,56,1588
Champagne Papi (feat. SRNO),Dopebwoy,2020,pop,55,1589
Paranoie,Olly,2020,pop,60,1590
Angela,Hatik,2020,pop,59,1591
Winter,SE SO NEON,2020,pop,50,1592
Je mi fajn,Earth,2020,pop,41,1593
Só Love,Irina Barros,2020,pop,52,1594
Teni Tenime,Sena Şener,2020,pop,63,1595
Malli,Kidda,2020,pop,55,1596
Asal Mein,Darshan Raval,2020,pop,72,1597
Loading,Olamide,2020,pop,56,1598
Dans l'espace (feat. Heuss l'Enfoiré),Gambi,2020,pop,57,1599
Sakartvelos Iavnana,Bravo Metehi,2020,pop,35,1600
La Bella y la Bestia,Reik,2020,pop,65,1601
Bırakma Kendini,Kaan Boşnak,2020,pop,63,1602
No Te Vayas,Camilo,2020,pop,63,1603
Flashbacks,INNA,2020,pop,41,1604
Dum,Bolaget,2020,pop,59,1605
ALYX (feat. Capo Plaza),Lazza,2020,pop,57,1606
Loin de moi,Naza,2020,pop,58,1607
Somebody - Acoustic,Dagny,2020,pop,48,1608
Freestyle 5min #8,Zkr,2020,pop,56,1609
ErruDumEllaHvad,ICEKIID,2020,pop,49,1610
Albi Ya Albi,Nancy Ajram,2020,pop,62,1611
Mi Religión,Nil Moliner,2020,pop,57,1612
Brown Munde,AP Dhillon,2020,pop,69,1613
SLIME (feat. Rondodasosa),Lazza,2020,pop,54,1614
Quatre,Ziak,2020,pop,53,1615
Všechno nebo nic,Ewa Farna,2020,pop,45,1616
Halbuki,Yalın,2020,pop,69,1617
Fais-moi signe,Hoshi,2020,pop,52,1618
Bertaut,Nadin Amizah,2020,pop,80,1619
Lantas,Juicy Luicy,2020,pop,79,1620
Alag Aasmaan,Anuv Jain,2020,pop,71,1621
Coffre plein,Koba LaD,2020,pop,57,1622
La Culpa,Jessi Uribe,2020,pop,62,1623
For Ya,蒋小呢,2020,pop,59,1624
anything 4 u,LANY,2020,pop,66,1625
Manjha,Vishal Mishra,2020,pop,72,1626
9 1 1 3,Zola,2020,pop,45,1627
Mi Venganza,Alzate,2020,pop,59,1628
Rap catéchisme,Freeze corleone,2020,pop,54,1629
Je mi fajn,Earth,2020,pop,44,1630
El Mismo Aire,Camilo,2020,pop,64,1631
Changes,Lauv,2020,pop,53,1632
"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez,2020,pop,55,1633
Uwrongo - Edit,Prince Kaybee,2020,pop,43,1634
Monica,Naps,2020,pop,64,1635
"Humraah (From ""Malang - Unleash The Madness"")",Sachet Tandon,2020,pop,67,1636
La storia infinita,Pinguini Tattici Nucleari,2020,pop,57,1637
melt bitter,satomoka,2020,pop,60,1638
ELEGANTE (feat. Sfera Ebbasta),DrefGold,2020,pop,58,1639
Chúng Ta Của Hiện Tại,Sơn Tùng M-TP,2020,pop,62,1640
ICE CREAM,Greekazo,2020,pop,52,1641
Teenager Forever,King Gnu,2020,pop,60,1642
Elefant,LEA,2020,pop,56,1643
LOPSA STORY,1PLIKÉ140,2020,pop,64,1644
11 RAZONES,Aitana,2020,pop,55,1645
Hẹn Gặp Em Dưới Ánh Trăng,MANBO,2020,pop,67,1646
Quand je marche,Ben Mazué,2020,pop,59,1647
5 Sentidos,Dvicio,2020,pop,54,1648
Nobody,DJ Neptune,2020,pop,53,1649
Grace,Wizkid,2020,pop,51,1650
Si Tú La Quieres,David Bisbal,2020,pop,58,1651
Đi Về Nhà,Đen,2020,pop,61,1652
Балуюсь,Irina Kairatovna,2020,pop,42,1653
Barcellona,Ghali,2020,pop,57,1654
ドライフラワー,Yuuri,2020,pop,62,1655
Tu Aake Dekhle,King,2020,pop,70,1656
Chemo Feria,Bravo Metehi,2020,pop,33,1657
Gaffe aux autres,Ben Mazué,2020,pop,54,1658
Donnez-moi,Les Frangines,2020,pop,53,1659
EL CUARTO DE FERXXO,Feid,2020,pop,64,1660
Dragovic,Maes,2020,pop,54,1661
Tout en Gucci,Ninho,2020,pop,51,1662
Ik Wil Dansen,Froukje,2020,pop,50,1663
Amour toxic,Dadju,2020,pop,61,1664
If You No Love,Chike,2020,pop,54,1665
Eso Que Tú Me Das,Jarabe De Palo,2020,pop,60,1666
FERXXO X ÑEJO,Feid,2020,pop,61,1667
CRUDELIA - I nervi,Marracash,2020,pop,58,1668
HotSpot,Greekazo,2020,pop,50,1669
Macaroni (feat. Ninho),Leto,2020,pop,65,1670
Más Más Más,Rolf Sanchez,2020,pop,47,1671
Bébé de Bogota,Moha La Squale,2020,pop,53,1672
Odio Que No Te Odio,Lasso,2020,pop,62,1673
HRTBRK #2,Kaza,2020,pop,63,1674
Lasa-Ma Sa Te Las,Doddy,2020,pop,41,1675
cold/mess,Prateek Kuhad,2020,pop,57,1676
Lenu - Remix,BNXN,2020,pop,55,1677
Magia (feat. Sebastián Yatra),Andrés Cepeda,2020,pop,58,1678
Sor Mi Mu,Gyakie,2020,pop,53,1679
Ah Canım Sevgilim - Demo,Rei 6,2020,pop,61,1680
Меридианы,NAZIMA,2020,pop,35,1681
Something Different,Adekunle Gold,2020,pop,52,1682
Blue Jeans,GANGGA,2020,pop,70,1683
Pentru Tine,Alexia,2020,pop,42,1684
Tattoo,Fireboy DML,2020,pop,51,1685
Adiós Amor / Oye Mujer,Ke Personajes,2020,pop,67,1686
Be Okay,Victoria Nadine,2020,pop,45,1687
Scooby Doo,Pinguini Tattici Nucleari,2020,pop,56,1688
Ailleurs (feat. Maes),Timal,2020,pop,56,1689
Algo Mágico,Rauw Alejandro,2020,pop,67,1690
Küçük Bir Yol,Hadise,2020,pop,56,1691
EXCXSXS,Feid,2020,pop,63,1692
Dargın,Zeynep Bastık,2020,pop,57,1693
Dominicana,Jah Khalib,2020,pop,37,1694
Kõke,Irina Kairatovna,2020,pop,38,1695
Toate Diamantele,Luis Gabriel,2020,pop,51,1696
Hiç Kimsenin Günahı Yok,Sufle,2020,pop,61,1697
Roju,Chike,2020,pop,54,1698
Chaand Baaliyan,Aditya A,2020,pop,70,1699
Hiç Kimsenin Günahı Yok,Sufle,2020,pop,61,1700
Roju,Chike,2020,pop,54,1701
Chaand Baaliyan,Aditya A,2020,pop,70,1702
Arriva,Irina Kairatovna,2020,pop,32,1703
Joli bébé,Naza,2020,pop,53,1704
BRAVI A CADERE - I polmoni,Marracash,2020,pop,58,1705
Ranina,Bravo Metehi,2020,pop,30,1706
Халат,Irina Kairatovna,2020,pop,36,1707
Encore,Koba LaD,2020,pop,62,1708
Per sentirmi vivo,Fasma,2020,pop,55,1709
Fly,Aya Nakamura,2020,pop,52,1710
Liberdade (Quando o Grave Bate Forte),Alok,2020,pop,57,1711
No Stress,Wizkid,2020,pop,54,1712
Train de vie (feat. PLK),Leto,2020,pop,51,1713
22:22,Ghali,2020,pop,58,1714
Galaksi,Ece Mumay,2020,pop,53,1715
La meilleure,Hatik,2020,pop,59,1716
Свела с ума,AlZaBi,2020,pop,38,1717
"Em Không Sai, Chúng Ta Sai",ERIK,2020,pop,60,1718
迷失幻境,IN-K,2020,pop,58,1719
Si Me Tomo Una Cerveza,Migrantes,2020,pop,63,1720
三文小説,King Gnu,2020,pop,56,1721
Jowo,Davido,2020,pop,54,1722
Sousou,Jul,2020,pop,52,1723
Có Chắc Yêu Là Đây,Sơn Tùng M-TP,2020,pop,58,1724
Boston George,Lacrim,2020,pop,56,1725
Airplane Mode,Fireboy DML,2020,pop,53,1726
Allez,Calema,2020,pop,43,1727
"Dil Ko Karaar Aaya (From ""Sukoon"")",Rajat Nagpal,2020,pop,66,1728
Street,Maes,2020,pop,52,1729
Bir Sebebi Var,İkilem,2020,pop,57,1730
Yoksun Başımda,Reynmen,2020,pop,56,1731
"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",Jasmine Sandlas,2020,pop,65,1732
Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies),Emcee L (Da LAB),2020,pop,64,1733
"Скучаешь, айналайын",Bonapart,2020,pop,32,1734
Mecs de cités,Sifax,2020,pop,51,1735
Aam Jahe Munde,Parmish Verma,2020,pop,70,1736
us,milet,2020,pop,58,1737
Pour de vrai,Vianney,2020,pop,51,1738
Caballero,Alejandro Fernández,2020,pop,66,1739
Pop Smoke,Einár,2020,pop,52,1740
Misi Kardia,Melisses,2020,pop,48,1741
"A Mi También ft. Alvaro Diaz, Feid",Tainy,2020,pop,63,1742
Vakantie (with Jonna Fraser),Dopebwoy,2020,pop,53,1743
傘,King Gnu,2020,pop,55,1744
philly flingo,Alpha Wann,2020,pop,56,1745
Bobo au cœur,Dadju,2020,pop,56,1746
Je vous déteste tous,Lorenzo,2020,pop,52,1747
Ge upp igen,Miriam Bryant,2020,pop,58,1748
Rogor Mikvarkhar,Bravo Metehi,2020,pop,28,1749
Sana'Y Di Nalang,Bandang Lapis,2020,pop,62,1750
Toxic Boy,Tayc,2020,pop,60,1751
Sideways,Sigrún Stella,2020,pop,30,1752
Barbar,Kaan Boşnak,2020,pop,58,1753
It's Been a While,Joya Marleen,2020,pop,43,1754
Como Nos Cambia la Vida,Uriel Henao,2020,pop,48,1755
Waalian,Harnoor,2020,pop,67,1756
Kusura Bakma,Tuğkan,2020,pop,61,1757
Duduke,Simi,2020,pop,50,1758
Ronaldo,Ziak,2020,pop,51,1759
O Mundo Vai,Ivete Sangalo,2020,pop,59,1760
Antiaéreo,Arde Bogotá,2020,pop,60,1761
起风了,Zhou Shen,2020,pop,57,1762
Secrete,Carla's Dreams,2020,pop,43,1763
Slightly Tipsy (She is My Type♡ X SANDEUL),Sandeul,2020,pop,51,1764
Adicta al Dolor,Marbelle,2020,pop,57,1765
Ek Tarfa,Darshan Raval,2020,pop,64,1766
"Mudhal Nee Mudivum Nee Title Track (From ""Mudhal Nee Mudivum Nee"")",Darbuka Siva,2020,pop,64,1767
RELXJXTE,Feid,2020,pop,60,1768
Đường Tôi Chở Em Về,buitruonglinh,2020,pop,62,1769
Madame,Zola,2020,pop,45,1770
Maool,Fadel Chaker,2020,pop,59,1771
Kafamda Kentsel Dönüşümler,İkiye On Kala,2020,pop,55,1772
Old Skool,Prem Dhillon,2020,pop,66,1773
Uncharted - Recorded at Spotify Studios Stockholm,Kensington,2020,pop,48,1774
En säng av rosor,Darin,2020,pop,52,1775
Amores Lejanos,Los Enanitos Verdes,2020,pop,56,1776
Summer YoMuthi,Blaq Diamond,2020,pop,50,1777
Medžiai Melagiai,VELVET,2020,pop,35,1778
Kabilang Buhay,Bandang Lapis,2020,pop,60,1779
NEA,Feid,2020,pop,60,1780
Trahison,L2B,2020,pop,58,1781
Tháng Năm,SOOBIN,2020,pop,59,1782
Kasoor,Prateek Kuhad,2020,pop,63,1783
Le miel,Tayc,2020,pop,59,1784
Tak Terbaca,Juicy Luicy,2020,pop,64,1785
ハルカ,YOASOBI,2020,pop,60,1786
"Kadhaippoma (From ""Oh My Kadavule"")",Leon James,2020,pop,65,1787
Bırakman Doğru Mu 2,Zeynep Bastık,2020,pop,54,1788
海の幽霊,Kenshi Yonezu,2020,pop,58,1789
จำเก่ง (Slipped Your Mind),F.HERO,2020,pop,58,1790
Barati,Reggaeon,2020,pop,31,1791
Drunk Driving,Koe Wetzel,2020,pop,66,1792
Filon,Ninho,2020,pop,51,1793
Arrogant,AP Dhillon,2020,pop,62,1794
Familiar.,Madison Ryann Ward,2020,pop,55,1795
パプリカ,Kenshi Yonezu,2020,pop,55,1796
Kaçar Gider,Dolu Kadehi Ters Tut,2020,pop,60,1797
MD (feat. Niska),4Keus,2020,pop,56,1798
Fingrarna i halsen,Bolaget,2020,pop,56,1799
Limbo,Scarlet Pleasure,2020,pop,42,1800
Dù Cho Mai Về Sau,buitruonglinh,2020,pop,61,1801
BRABA,Luísa Sonza,2020,pop,63,1802
Baloje,Solo Ansamblis,2020,pop,31,1803
Ha dig igen,Victor Leksell,2020,pop,56,1804
Pirelli,Mister V,2020,pop,50,1805
S.Ó.Seni,ARO,2020,pop,47,1806
Entre Sobras Y Sobras Me Faltas,Antonio Orozco,2020,pop,59,1807
Good Together,Scarlet Pleasure,2020,pop,44,1808
勇气,棉子,2020,pop,61,1809
Nos célébrations,Indochine,2020,pop,53,1810
Fady Shewaya,Hamza Namira,2020,pop,51,1811
Feel My Love,Sauti Sol,2020,pop,51,1812
PARA' - feat. Tedua,Bresh,2020,pop,54,1813
Leo (feat. BAEKHYUN),BOL4,2020,pop,49,1814
Frida,Behm,2020,pop,50,1815
Unge Med Extra Energi,Einár,2020,pop,51,1816
KANDAHAR,HAVAL,2020,pop,54,1817
Te Voy a Amar,Andrés Cepeda,2020,pop,53,1818
Holy Ground (feat. Nicki Minaj),Davido,2020,pop,52,1819
שבוע טוב,Avraham Tal,2020,pop,52,1820
Salud Por Él,Paola Jara,2020,pop,54,1821
"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,2020,pop,62,1822
กีดกัน (Skyline) - From แปลรักฉันด้วยใจเธอ,Billkin,2020,pop,52,1823
"ex's hate me, Pt.2",AMEE,2020,pop,59,1824
Suzanna,Sauti Sol,2020,pop,48,1825
Higher,Madison Ryann Ward,2020,pop,53,1826
Perdidamente,Maria Becerra,2020,pop,57,1827
HAYATI,HAVAL,2020,pop,53,1828
93 mesures,Dinos,2020,pop,54,1829
Înainte Să Ne Fi Născut,The Motans,2020,pop,46,1830
Angela,Hatik,2020,pop,52,1831
Solitaire,Bosh,2020,pop,58,1832
No Love,Dinos,2020,pop,56,1833
Radyoda Neşet,Reynmen,2020,pop,54,1834
Blå Himmel (feat. Hans Philip),KESI,2020,pop,55,1835
Šta mi ljube oćeš kazat,Rišpet,2020,pop,40,1836
Als Ik Je Niet Zie,Kevin,2020,pop,54,1837
Dusuma,Otile Brown,2020,pop,42,1838
Toxic,AP Dhillon,2020,pop,58,1839
Poem,The Motans,2020,pop,47,1840
Dans mon tiekson,1PLIKÉ140,2020,pop,53,1841
CNLZ,Soolking,2020,pop,52,1842
Tanpa Tergesa,Juicy Luicy,2020,pop,72,1843
Ta ne,Kristína,2020,pop,42,1844
שני משוגעים,Omer Adam,2020,pop,52,1845
Triumphant (feat. Bella Shmurda),Olamide,2020,pop,56,1846
Sweet One,Wizkid,2020,pop,54,1847
Ama Geçecek,Derya Bedavacı,2020,pop,61,1848
Pénurie,Mister You,2020,pop,54,1849
CNLZ,Soolking,2020,pop,52,1850
Tanpa Tergesa,Juicy Luicy,2020,pop,72,1851
Ta ne,Kristína,2020,pop,42,1852
שני משוגעים,Omer Adam,2020,pop,52,1853
Triumphant (feat. Bella Shmurda),Olamide,2020,pop,56,1854
Sweet One,Wizkid,2020,pop,54,1855
Ama Geçecek,Derya Bedavacı,2020,pop,61,1856
Pénurie,Mister You,2020,pop,54,1857
Au fond d'ma tête,PLK,2020,pop,48,1858
JAUNÉ,Booba,2020,pop,53,1859
Amsterdam,Moha La Squale,2020,pop,56,1860
Que Tal,Julian Daza,2020,pop,52,1861
Fixette,Ziak,2020,pop,51,1862
Polvere (feat. Capo Plaza),Tedua,2020,pop,55,1863
Tak se nezlob,Marek Ztracený,2020,pop,46,1864
Let 'em Play,Karan Aujla,2020,pop,61,1865
Ubomi Abumanga,Sun-El Musician,2020,pop,47,1866
Nangangamba,Zack Tabudlo,2020,pop,66,1867
"All Night Long (She is My Type♡ X Car, the garden)","Car, the garden",2020,pop,44,1868
世界这么大还是遇见你,程响,2020,pop,56,1869
Ubomi Abumanga,Sun-El Musician,2020,pop,44,1870
Soldier On,DI-RECT,2020,pop,50,1871
Feelings,Einár,2020,pop,51,1872
Cash App,Bella Shmurda,2020,pop,53,1873
My Dunya,Amre,2020,pop,33,1874
"Voda, Čo Ma Drží Nad Vodou",Elán,2020,pop,48,1875
ليلى - كايروكي من الاستوديو,Cairokee,2020,pop,54,1876
trời giấu trời mang đi,AMEE,2020,pop,56,1877
Mariposas,Los Enanitos Verdes,2020,pop,37,1878
Shaiqa,cactus.kk,2020,pop,31,1879
Deli Kız,Buray,2020,pop,54,1880
Clash,Diljit Dosanjh,2020,pop,61,1881
Volverte A Ver,Galvan Real,2020,pop,56,1882
Rockstar,Einár,2020,pop,50,1883
Kilofeshe,Zinoleesky,2020,pop,53,1884
Do you want to walk with me? (Romance 101 X Jukjae),Jukjae,2020,pop,49,1885
Mishri,Anuv Jain,2020,pop,60,1886
Gonzo,Suspekt,2020,pop,52,1887
This Is Love,The Ben,2020,pop,40,1888
Moncler,Geolier,2020,pop,56,1889
Hayaty Msh Tamam,Ramy Sabry,2020,pop,54,1890
Брюнетка,TuMa,2020,pop,41,1891
Tappat,Victor Leksell,2020,pop,51,1892
Tout est cassé,Dehmo,2020,pop,55,1893
Salka,Hassan Shakosh,2020,pop,44,1894
踏山河,Silk Ye,2020,pop,52,1895
Klär av dig,Victor Leksell,2020,pop,53,1896
Amigos,Galvan Real,2020,pop,57,1897
"1,2,3",Amel Bent,2020,pop,51,1898
Waar Ga Je Heen,Emma Heesters,2020,pop,48,1899
När jag ser dig,Hov1,2020,pop,61,1900
Reckless,Wizkid,2020,pop,53,1901
Алия,Sadraddin,2020,pop,37,1902
Bedövning,Victor Leksell,2020,pop,54,1903
Cứ Chill Thôi,Chillies,2020,pop,54,1904
Zničená zem,Kateřina Marie Tichá,2020,pop,50,1905
Kométa,Desmod,2020,pop,39,1906
1PLIKTOI BIEN,1PLIKÉ140,2020,pop,52,1907
Dolunay,Reynmen,2020,pop,54,1908
Vaikinai Trumpais Šortais,Monika LIU,2020,pop,32,1909
Tutuklu,Sezen Aksu,2020,pop,58,1910
portas do sol,Nena,2020,pop,41,1911
Troškimas,Monika LIU,2020,pop,31,1912
All Your Ships Have Sailed,Troy Kingi,2020,pop,46,1913
Emakhaya (feat. Da Capo & Sun-El Musician),Simmy,2020,pop,40,1914
TPB,Dadju,2020,pop,57,1915
Beranjak Dewasa,Nadin Amizah,2020,pop,72,1916
Hei rakas,Behm,2020,pop,51,1917
Gác Lại Âu Lo (feat. Miu Lê),Da LAB,2020,pop,55,1918
Sorry,Mohbad,2020,pop,52,1919
Жүрегіңнен Бір Орын Бер,Кайрат Нуртас,2020,pop,35,1920
One Night Stand,Vidar Villa,2020,pop,47,1921
Moonlight,Harnoor,2020,pop,63,1922
По пятам,AlZaBi,2020,pop,39,1923
Shiv Sama Rahe,Hansraj Raghuwanshi,2020,pop,66,1924
Seni Çok Özlüyorum,Tuğkan,2020,pop,58,1925
Hammarby,Einár,2020,pop,51,1926
Sami,Kateřina Marie Tichá,2020,pop,40,1927
Aise Kyun,Anurag Saikia,2020,pop,62,1928
Ana Lamma Bheb,Amjad Jomaa,2020,pop,51,1929
My Everything,Sauti Sol,2020,pop,41,1930
Mi Hanomaste,Dimos Anastasiadis,2020,pop,46,1931
Insecure,Sauti Sol,2020,pop,49,1932
Papa,Yade Lauren,2020,pop,52,1933
Háborgó mélység 2,Lotfi Begi,2020,pop,36,1934
từ chối nhẹ nhàng thôi,Bích Phương,2020,pop,51,1935
Titliaan,Afsana Khan,2020,pop,62,1936
My Block,Sidhu Moose Wala,2020,pop,60,1937
Beineñ,MADENIYETT,2020,pop,42,1938
L'ultima volta - feat. Massimo Pericolo,Emis Killa,2020,pop,54,1939
Saada Pyaar,AP Dhillon,2020,pop,60,1940
Jhanjar,Karan Aujla,2020,pop,60,1941
Virtud y Castigo,Arde Bogotá,2020,pop,57,1942
Te Olvidé,Alejandro Fernández,2020,pop,61,1943
Rose rouge,Rim'K,2020,pop,51,1944
יעשו לנו כבוד,Omer Adam,2020,pop,51,1945
La Rue,Fresh laDouille,2020,pop,51,1946
失控,井迪,2020,pop,50,1947
Forsa Tanya - Music from the Original TV Series,Ramy Sabry,2020,pop,55,1948
Maula,Anuv Jain,2020,pop,57,1949
"Vinterdepress 2 (feat. Dree Low, Thrife & HAVAL)",Macky,2020,pop,52,1950
Number One (feat. Zuchu),Rayvanny,2020,pop,38,1951
Viktoria,Melisses,2020,pop,49,1952
Ma mission,1PLIKÉ140,2020,pop,52,1953
ką man jauti?,Elayork,2020,pop,38,1954
Fosforinis Baseinas,Solo Ansamblis,2020,pop,33,1955
Met Jou,Yade Lauren,2020,pop,53,1956
Happy w u,Arthur Nery,2020,pop,67,1957
Ride,Tayc,2020,pop,56,1958
Amin Paling Serius,Sal Priadi,2020,pop,70,1959
Kya Baat Aa,Karan Aujla,2020,pop,61,1960
דבש ותפוח,Tomer Yosef,2020,pop,46,1961
Maybe Maybe,The Chairs,2020,pop,49,1962
Bật Nhạc Lên,HIEUTHUHAI,2020,pop,57,1963
Keď padal sneh,Fallgrapp,2020,pop,33,1964
No.,Tayc,2020,pop,55,1965
Mera Bhola Hai Bhandari,Hansraj Raghuwanshi,2020,pop,64,1966
Muli,Ace Banzuelo,2020,pop,65,1967
Taruh,Nadin Amizah,2020,pop,74,1968
Kanna Veesi,Siddhu Kumar,2020,pop,59,1969
Nu Wij Niet Meer Praten,Jaap Reesema,2020,pop,50,1970
The One I Love,Ellen Krauss,2020,pop,49,1971
Esjan,BRÍET,2020,pop,40,1972
Terlalu Tinggi,Juicy Luicy,2020,pop,69,1973
Abraços,Calema,2020,pop,42,1974
BabyGirl,Josman,2020,pop,47,1975
Penelope Cruz,Lacrim,2020,pop,54,1976
XX,Feid,2020,pop,56,1977
Bambiha Bole,Amrit Maan,2020,pop,60,1978
Bewafa Tera Masoom Chehra,Rochak Kohli,2020,pop,62,1979
Paleisk Mane Namo,Kamaniu Silelis,2020,pop,36,1980
Én még sohasem,Carson Coma,2020,pop,44,1981
Lej,Dzsúdló,2020,pop,46,1982
Rakastaja,KUUMAA,2020,pop,44,1983
Toto Leto (feat. Kali),Sima,2020,pop,40,1984
Midnight Train,Sauti Sol,2020,pop,46,1985
Dansen Aan De Gracht,Dopebwoy,2020,pop,52,1986
Bandook,Nirvair Pannu,2020,pop,58,1987
93% [Tijuana],GLK,2020,pop,50,1988
Ma vie,Dadju,2020,pop,59,1989
Den Fovithika,Stelios Rokkos,2020,pop,43,1990
Aigyr,ARO,2020,pop,43,1991
Hvis verden,Chris Holsten,2020,pop,48,1992
まちがいさがし,Kenshi Yonezu,2020,pop,54,1993
Dans tes yeux,Kaza,2020,pop,55,1994
與我無關,阿冗,2020,pop,58,1995
Fimm,BRÍET,2020,pop,37,1996
No Way,Blizzy,2020,pop,52,1997
Chuyện Rằng,Thịnh Suy,2020,pop,55,1998
sao anh chưa về nhà,AMEE,2020,pop,53,1999
Pistolet,Sentino,2020,rap,59,2000
Tatuażyk,Sentino,2020,rap,58,2001
Sky,Playboi Carti,2020,rap,80,2002
Godzilla (feat. Juice WRLD),Eminem,2020,rap,83,2003
GIRL LIKE ME,Black Eyed Peas,2020,rap,73,2004
Yale,Ken Carson,2020,rap,78,2005
Took Her To The O,King Von,2020,rap,81,2006
Armed & Dangerous,King Von,2020,rap,80,2007
Zbrodnia i kara,Kacper HTA,2020,rap,55,2008
California,Kali,2020,rap,54,2009
FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,2020,rap,74,2010
Skąd Ty To Znasz,Sentino,2020,rap,53,2011
Buzi,Młodypago,2020,rap,53,2012
Runnin,21 Savage,2020,rap,80,2013
Glock In My Lap,21 Savage,2020,rap,79,2014
I'm God,Clams Casino,2020,rap,77,2015
Mantra,Kacper HTA,2020,rap,53,2016
Gotham,Kacper HTA,2020,rap,52,2017
SI,Kali,2020,rap,52,2018
Y Que Fue?,Don Miguelo,2020,rap,73,2019
ILoveUIHateU,Playboi Carti,2020,rap,76,2020
Tommy gun,Kacper HTA,2020,rap,52,2021
Zapytaj O Mnie,Sentino,2020,rap,51,2022
No Idea,Don Toliver,2020,rap,80,2023
Vamp Anthem,Playboi Carti,2020,rap,72,2024
Flex Up (feat. Future & Playboi Carti),Lil Yachty,2020,rap,74,2025
The Thrill,Wiz Khalifa,2020,rap,79,2026
6 6 6,Kali,2020,rap,50,2027
Wishing Well,Juice WRLD,2020,rap,79,2028
Rockstar Made,Playboi Carti,2020,rap,70,2029
Daechwita,Agust D,2020,rap,75,2030
Stop Breathing,Playboi Carti,2020,rap,70,2031
Cardigan,Don Toliver,2020,rap,76,2032
Lemonade (feat. NAV),Internet Money,2020,rap,76,2033
New Tank,Playboi Carti,2020,rap,70,2034
Mona Lisa,Kali,2020,rap,49,2035
BEST INTEREST,"Tyler, The Creator",2020,rap,80,2036
death bed (coffee for your head),Powfu,2020,rap,80,2037
After Party,Don Toliver,2020,rap,74,2038
"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,2020,rap,76,2039
What You Know Bout Love,Pop Smoke,2020,rap,77,2040
Homecoming,Lil Uzi Vert,2020,rap,74,2041
Over,Playboi Carti,2020,rap,71,2042
Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,2020,rap,72,2043
Czarna woda,QueQuality,2020,rap,48,2044
On That Time,Playboi Carti,2020,rap,68,2045
Presja,obi,2020,rap,48,2046
Conversations,Juice WRLD,2020,rap,74,2047
Tabu,Sentino,2020,rap,47,2048
przepraszam,margiela,2020,rap,47,2049
Pain 1993 (with Playboi Carti),Drake,2020,rap,74,2050
Invincible,Pop Smoke,2020,rap,72,2051
Rich Nigga Shit (feat. Young Thug),21 Savage,2020,rap,76,2052
Our Time,Lil Tecca,2020,rap,73,2053
Party Girl,StaySolidRocky,2020,rap,75,2054
Drzewko,ENEN,2020,rap,46,2055
Riot,XXXTENTACION,2020,rap,72,2056
Stay With Me,1nonly,2020,rap,73,2057
